"DZ_CODE","UR8FOLD","URNAME","Area Name","Council Area","Population","Area Sq Km","People per Sq Km","Overall_SIMD16_rank"
"S01011372",2,"Other Urban Areas","Muirhouse - 05","North Lanarkshire","645",0.05542,11638.3976903645,198
"S01011373",2,"Other Urban Areas","Muirhouse and Knowetop - 01","North Lanarkshire","642",0.11182,5741.37005902343,586
"S01011374",2,"Other Urban Areas","Muirhouse and Knowetop - 02","North Lanarkshire","674",0.17526,3845.71493780669,4743
"S01011375",2,"Other Urban Areas","Muirhouse and Knowetop - 03","North Lanarkshire","651",0.20969,3104.58295579188,2382
"S01011376",2,"Other Urban Areas","Muirhouse and Knowetop - 04","North Lanarkshire","487",0.02132,22842.4015009381,1170
"S01011377",2,"Other Urban Areas","Muirhouse and Knowetop - 05","North Lanarkshire","1107",0.36907,2999.4310022489,6533
"S01011378",2,"Other Urban Areas","Muirhouse and Knowetop - 06","North Lanarkshire","765",0.16127,4743.59769330936,4217
"S01011379",2,"Other Urban Areas","Muirhouse and Knowetop - 07","North Lanarkshire","1162",0.29576,3928.8612388423,5732
"S01011380",2,"Other Urban Areas","Muirhouse and Knowetop - 08","North Lanarkshire","659",0.15045,4380.19275506813,2980
"S01011381",2,"Other Urban Areas","Muirhouse and Knowetop - 09","North Lanarkshire","639",0.44402,1439.1243637674,2918
"S01011382",2,"Other Urban Areas","Craigneuk Wishaw - 01","North Lanarkshire","787",0.35333,2227.37950358022,1865
"S01011383",2,"Other Urban Areas","Craigneuk Wishaw - 02","North Lanarkshire","676",0.15093,4478.89750215332,54
"S01011384",2,"Other Urban Areas","Craigneuk Wishaw - 03","North Lanarkshire","794",0.11231,7069.71774552578,57
"S01011385",2,"Other Urban Areas","Craigneuk Wishaw - 04","North Lanarkshire","974",0.21518,4526.44297797193,323
"S01011386",2,"Other Urban Areas","Craigneuk Wishaw - 05","North Lanarkshire","712",0.10147,7016.85227160737,130
"S01011387",2,"Other Urban Areas","Craigneuk Wishaw - 06","North Lanarkshire","791",0.5673,1394.32399083377,202
"S01011388",2,"Other Urban Areas","Pather - 01","North Lanarkshire","1104",0.19713,5600.36524121138,4998
"S01011389",2,"Other Urban Areas","Pather - 02","North Lanarkshire","745",0.51208,1454.85080456179,867
"S01011390",2,"Other Urban Areas","Pather - 03","North Lanarkshire","809",0.18046,4482.98791976061,1070
"S01011391",2,"Other Urban Areas","Pather - 04","North Lanarkshire","620",0.07804,7944.6437724244,1314
"S01011392",2,"Other Urban Areas","Pather - 05","North Lanarkshire","676",0.11297,5983.88952819332,1113
"S01011393",2,"Other Urban Areas","Wishaw South - 01","North Lanarkshire","783",0.24925,3141.42427281846,2487
"S01011394",2,"Other Urban Areas","Wishaw South - 02","North Lanarkshire","592",0.1089,5436.17998163453,4451
"S01011395",2,"Other Urban Areas","Wishaw South - 03","North Lanarkshire","670",0.18892,3546.47469828499,780
"S01011396",2,"Other Urban Areas","Wishaw South - 04","North Lanarkshire","770",0.1923,4004.16016640666,1276
"S01011397",2,"Other Urban Areas","Wishaw South - 05","North Lanarkshire","831",0.12695,6545.88420638046,1111
"S01011398",2,"Other Urban Areas","Wishaw South - 06","North Lanarkshire","741",0.1168,6344.17808219178,321
"S01011399",2,"Other Urban Areas","Wishaw South - 07","North Lanarkshire","503",0.092,5467.39130434783,1040
"S01011400",2,"Other Urban Areas","Wishaw North - 01","North Lanarkshire","663",0.26276,2523.21510123306,2290
"S01011401",2,"Other Urban Areas","Wishaw North - 02","North Lanarkshire","620",0.19154,3236.92179179284,1915
"S01011402",2,"Other Urban Areas","Wishaw North - 03","North Lanarkshire","944",0.22574,4181.80207318154,2812
"S01011403",2,"Other Urban Areas","Wishaw North - 04","North Lanarkshire","514",0.12351,4161.60634766416,2229
"S01011404",2,"Other Urban Areas","Wishaw North - 05","North Lanarkshire","927",0.20355,4554.16359616802,1509
"S01011405",2,"Other Urban Areas","Wishaw North - 06","North Lanarkshire","645",0.22029,2927.95860002724,2231
"S01011406",2,"Other Urban Areas","Wishaw North - 07","North Lanarkshire","715",0.25412,2813.63135526523,2082
"S01011407",2,"Other Urban Areas","Wishaw North - 08","North Lanarkshire","1082",0.22902,4724.47821150991,3717
"S01011408",2,"Other Urban Areas","Coltness - 01","North Lanarkshire","823",0.12919,6370.46211007044,2087
"S01011409",2,"Other Urban Areas","Coltness - 02","North Lanarkshire","871",0.19412,4486.91531011745,568
"S01011410",2,"Other Urban Areas","Coltness - 03","North Lanarkshire","630",0.22012,2862.0752316918,2659
"S01011411",2,"Other Urban Areas","Coltness - 04","North Lanarkshire","633",0.13428,4714.03038427167,1971
"S01011412",2,"Other Urban Areas","Coltness - 05","North Lanarkshire","823",0.19468,4227.45017464557,5249
"S01011413",2,"Other Urban Areas","Wishaw East - 01","North Lanarkshire","531",0.08946,5935.61368209256,5467
"S01011414",2,"Other Urban Areas","Wishaw East - 02","North Lanarkshire","839",0.19143,4382.8031134096,1869
"S01011415",2,"Other Urban Areas","Wishaw East - 03","North Lanarkshire","861",0.15149,5683.54346821572,3034
"S01011416",2,"Other Urban Areas","Wishaw East - 04","North Lanarkshire","572",0.09638,5934.84125337207,5543
"S01011417",2,"Other Urban Areas","Newmains - 01","North Lanarkshire","790",0.86984,908.213004690518,2313
"S01011418",2,"Other Urban Areas","Newmains - 02","North Lanarkshire","544",0.08929,6092.50755963714,873
"S01011419",2,"Other Urban Areas","Newmains - 03","North Lanarkshire","556",0.08645,6431.46327356854,1747
"S01011420",2,"Other Urban Areas","Newmains - 04","North Lanarkshire","465",0.09647,4820.15134238623,238
"S01011421",2,"Other Urban Areas","Newmains - 05","North Lanarkshire","663",0.16255,4078.74500153799,2910
"S01011422",2,"Other Urban Areas","Newmains - 06","North Lanarkshire","587",0.1638,3583.63858363858,1385
"S01011423",2,"Other Urban Areas","Newmains - 07","North Lanarkshire","541",0.1081,5004.62534690102,271
"S01011424",2,"Other Urban Areas","Newmains - 08","North Lanarkshire","560",0.12517,4473.91547495406,2077
"S01011425",2,"Other Urban Areas","Newmains - 09","North Lanarkshire","844",0.32529,2594.60788834578,1874
"S01011451",2,"Other Urban Areas","Cleland - 05","North Lanarkshire","1588",11.17158,142.146410803127,3600
"S01011452",2,"Other Urban Areas","Newarthill - 01","North Lanarkshire","881",1.34285,656.067319507019,3754
"S01011453",2,"Other Urban Areas","Newarthill - 02","North Lanarkshire","703",0.19316,3639.46986953821,2174
"S01011454",2,"Other Urban Areas","Newarthill - 03","North Lanarkshire","755",0.16747,4508.27013793515,1602
"S01011455",2,"Other Urban Areas","Newarthill - 04","North Lanarkshire","719",0.15682,4584.87437826808,1310
"S01011456",2,"Other Urban Areas","Carfin North - 01","North Lanarkshire","761",0.20409,3728.74712136802,1080
"S01011457",2,"Other Urban Areas","Carfin North - 02","North Lanarkshire","855",0.19973,4280.77905171982,1041
"S01011458",2,"Other Urban Areas","Carfin North - 03","North Lanarkshire","1257",0.31742,3960.05292672169,4991
"S01011459",2,"Other Urban Areas","Carfin North - 04","North Lanarkshire","1048",0.28377,3693.13176163795,3466
"S01011460",2,"Other Urban Areas","Clydesdale and New Stevenston - 01","North Lanarkshire","729",0.19273,3782.49364395787,1861
"S01011461",2,"Other Urban Areas","Clydesdale and New Stevenston - 02","North Lanarkshire","671",0.15787,4250.33255209983,1367
"S01011462",2,"Other Urban Areas","Clydesdale and New Stevenston - 03","North Lanarkshire","838",0.28535,2936.74434904503,2986
"S01011463",2,"Other Urban Areas","Clydesdale and New Stevenston - 04","North Lanarkshire","1030",0.56756,1814.78610190993,3510
"S01011464",2,"Other Urban Areas","Carfin and Cleekhimin - 01","North Lanarkshire","687",0.20427,3363.19577030401,3824
"S01011465",2,"Other Urban Areas","Carfin and Cleekhimin - 02","North Lanarkshire","511",0.1063,4807.1495766698,466
"S01011466",2,"Other Urban Areas","Carfin and Cleekhimin - 03","North Lanarkshire","764",0.20964,3644.34268269414,656
"S01011467",2,"Other Urban Areas","Carfin and Cleekhimin - 04","North Lanarkshire","524",0.09876,5305.79181855002,2416
"S01011468",2,"Other Urban Areas","Carfin and Cleekhimin - 05","North Lanarkshire","929",0.12019,7729.42840502538,6632
"S01011469",2,"Other Urban Areas","Carfin and Cleekhimin - 06","North Lanarkshire","862",0.144,5986.11111111111,1166
"S01011470",2,"Other Urban Areas","Carfin and Cleekhimin - 07","North Lanarkshire","1058",0.21476,4926.42950270069,1808
"S01011471",2,"Other Urban Areas","Motherwell South - 01","North Lanarkshire","840",0.67658,1241.53832510568,2626
"S01011472",2,"Other Urban Areas","Motherwell South - 02","North Lanarkshire","882",0.16994,5190.06708249971,220
"S01011473",2,"Other Urban Areas","Motherwell South - 03","North Lanarkshire","714",0.6403,1115.10229579884,329
"S01011474",2,"Other Urban Areas","Motherwell South - 04","North Lanarkshire","787",0.14282,5510.43271250525,447
"S01011475",2,"Other Urban Areas","Motherwell South - 05","North Lanarkshire","573",0.07314,7834.29040196883,118
"S01011476",2,"Other Urban Areas","Ladywell - 01","North Lanarkshire","476",0.10816,4400.8875739645,5900
"S01011477",2,"Other Urban Areas","Ladywell - 02","North Lanarkshire","797",0.40107,1987.18428204553,5983
"S01011478",2,"Other Urban Areas","Ladywell - 03","North Lanarkshire","1023",0.41083,2490.08105542438,6024
"S01011479",2,"Other Urban Areas","Ladywell - 04","North Lanarkshire","801",0.33935,2360.39487255046,5310
"S01011480",2,"Other Urban Areas","Ladywell - 05","North Lanarkshire","988",0.27277,3622.09920445797,6157
"S01011481",2,"Other Urban Areas","Motherwell West - 01","North Lanarkshire","918",0.19468,4715.43044996918,3761
"S01011482",2,"Other Urban Areas","Motherwell West - 02","North Lanarkshire","869",0.20447,4250.01222673253,1892
"S01011483",2,"Other Urban Areas","Motherwell West - 03","North Lanarkshire","498",0.08246,6039.29177783168,5343
"S01011484",2,"Other Urban Areas","Motherwell West - 04","North Lanarkshire","821",0.31238,2628.20923234522,1107
"S01011485",2,"Other Urban Areas","Motherwell West - 05","North Lanarkshire","977",0.12881,7584.81484356805,427
"S01011486",2,"Other Urban Areas","Motherwell North - 01","North Lanarkshire","560",0.08791,6370.15129109316,547
"S01011487",2,"Other Urban Areas","Motherwell North - 02","North Lanarkshire","1141",0.32588,3501.2888179698,1258
"S01011488",2,"Other Urban Areas","Motherwell North - 03","North Lanarkshire","693",0.11577,5986.00673749676,249
"S01011489",2,"Other Urban Areas","Motherwell North - 04","North Lanarkshire","746",0.12891,5786.98316655031,4043
"S01011490",2,"Other Urban Areas","Forgewood - 01","North Lanarkshire","985",4.32208,227.899529855995,1272
"S01011491",2,"Other Urban Areas","Forgewood - 02","North Lanarkshire","473",0.08943,5289.05289052891,542
"S01011492",2,"Other Urban Areas","Forgewood - 03","North Lanarkshire","679",0.29377,2311.3319944174,107
"S01011493",2,"Other Urban Areas","Forgewood - 04","North Lanarkshire","509",0.10872,4681.75128771155,6558
"S01011494",2,"Other Urban Areas","Forgewood - 05","North Lanarkshire","714",0.13601,5249.61399897066,2441
"S01011495",2,"Other Urban Areas","Forgewood - 06","North Lanarkshire","811",0.16831,4818.48969164043,796
"S01011496",2,"Other Urban Areas","Forgewood - 07","North Lanarkshire","684",1.14352,598.153071218693,475
"S01011497",2,"Other Urban Areas","Holytown - 01","North Lanarkshire","580",0.53811,1077.84653695341,4315
"S01011498",2,"Other Urban Areas","Holytown - 02","North Lanarkshire","680",0.13525,5027.72643253235,5135
"S01011499",2,"Other Urban Areas","Holytown - 03","North Lanarkshire","792",0.17074,4638.63183788216,2893
"S01011500",2,"Other Urban Areas","Holytown - 04","North Lanarkshire","470",0.08072,5822.59663032706,2248
"S01006506",3,"Accessible Small Towns","Culter - 01","Aberdeen City","894",4.3888,203.700328107911,5272
"S01006507",3,"Accessible Small Towns","Culter - 02","Aberdeen City","793",0.2235,3548.09843400447,4838
"S01006508",3,"Accessible Small Towns","Culter - 03","Aberdeen City","624",0.27019,2309.48591731744,6321
"S01006509",3,"Accessible Small Towns","Culter - 04","Aberdeen City","537",0.09625,5579.22077922078,5363
"S01006510",3,"Accessible Small Towns","Culter - 05","Aberdeen City","663",0.18008,3681.69702354509,4049
"S01006511",3,"Accessible Small Towns","Culter - 06","Aberdeen City","759",0.40049,1895.1784064521,6668
"S01006513",3,"Accessible Small Towns","Cults, Bieldside and Milltimber West - 01","Aberdeen City","788",0.30088,2618.9843126828,5845
"S01006514",3,"Accessible Small Towns","Cults, Bieldside and Milltimber West - 02","Aberdeen City","1123",1.8773,598.199541895275,6808
"S01006515",3,"Accessible Small Towns","Cults, Bieldside and Milltimber West - 03","Aberdeen City","816",5.5427,147.220668627203,6322
"S01006516",3,"Accessible Small Towns","Cults, Bieldside and Milltimber West - 04","Aberdeen City","629",1.59343,394.745925456405,6259
"S01006732",3,"Accessible Small Towns","Kingswells - 01","Aberdeen City","1089",23.46211,46.4152627363865,5050
"S01006733",3,"Accessible Small Towns","Kingswells - 02","Aberdeen City","955",0.25842,3695.53440136212,6896
"S01006734",3,"Accessible Small Towns","Kingswells - 03","Aberdeen City","996",0.29259,3404.08079565262,6826
"S01006735",3,"Accessible Small Towns","Kingswells - 04","Aberdeen City","578",0.24619,2347.78016978756,6813
"S01006736",3,"Accessible Small Towns","Kingswells - 05","Aberdeen City","1126",0.27168,4144.58186101296,6241
"S01006737",3,"Accessible Small Towns","Kingswells - 06","Aberdeen City","905",2.68964,336.476257045553,6071
"S01006801",3,"Accessible Small Towns","Mearns and Laurencekirk - 01","Aberdeenshire","991",27.5974,35.9091798502758,6052
"S01006803",3,"Accessible Small Towns","Mearns and Laurencekirk - 03","Aberdeenshire","645",0.20309,3175.93185287311,4844
"S01006804",3,"Accessible Small Towns","Mearns and Laurencekirk - 04","Aberdeenshire","778",0.20761,3747.4110110303,5816
"S01006805",3,"Accessible Small Towns","Mearns and Laurencekirk - 05","Aberdeenshire","1153",33.11161,34.8216229896402,4802
"S01006839",3,"Accessible Small Towns","Newtonhill - 01","Aberdeenshire","990",0.25363,3903.32373930529,4856
"S01006840",3,"Accessible Small Towns","Newtonhill - 02","Aberdeenshire","1108",0.28692,3861.70361076258,6220
"S01006841",3,"Accessible Small Towns","Newtonhill - 03","Aberdeenshire","872",0.29712,2934.84114162628,5818
"S01006842",3,"Accessible Small Towns","Portlethen - 01","Aberdeenshire","753",0.26577,2833.27689355458,6598
"S01006843",3,"Accessible Small Towns","Portlethen - 02","Aberdeenshire","803",0.18934,4241.0478504278,6845
"S01006844",3,"Accessible Small Towns","Portlethen - 03","Aberdeenshire","597",0.12521,4767.98977717435,6615
"S01006845",3,"Accessible Small Towns","Portlethen - 04","Aberdeenshire","895",0.20122,4447.86800516847,6592
"S01006846",3,"Accessible Small Towns","Portlethen - 05","Aberdeenshire","532",0.09201,5781.98021954135,5112
"S01006847",3,"Accessible Small Towns","Portlethen - 06","Aberdeenshire","714",0.29361,2431.79728210892,6184
"S01006849",3,"Accessible Small Towns","Banchory-Devenick and Findon - 02","Aberdeenshire","1988",0.55999,3550.06339398918,6120
"S01006850",3,"Accessible Small Towns","Banchory-Devenick and Findon - 03","Aberdeenshire","911",0.15285,5960.0915930651,4093
"S01006851",3,"Accessible Small Towns","Banchory-Devenick and Findon - 04","Aberdeenshire","773",0.37157,2080.36170842641,4322
"S01006859",3,"Accessible Small Towns","Banchory East - 01","Aberdeenshire","981",0.32577,3011.32700985358,6660
"S01006860",3,"Accessible Small Towns","Banchory East - 02","Aberdeenshire","569",0.11244,5060.47669868374,3935
"S01006861",3,"Accessible Small Towns","Banchory East - 03","Aberdeenshire","634",0.38287,1655.91454018335,6394
"S01006862",3,"Accessible Small Towns","Banchory East - 04","Aberdeenshire","675",0.34577,1952.16473378257,6147
"S01006863",3,"Accessible Small Towns","Banchory East - 05","Aberdeenshire","656",0.30313,2164.08801504305,6023
"S01006864",3,"Accessible Small Towns","Banchory East - 06","Aberdeenshire","590",0.21202,2782.75634374116,5942
"S01006865",3,"Accessible Small Towns","Banchory West - 01","Aberdeenshire","971",0.62644,1550.02873379733,6782
"S01006866",3,"Accessible Small Towns","Banchory West - 02","Aberdeenshire","511",0.17691,2888.47436549658,6933
"S01006867",3,"Accessible Small Towns","Banchory West - 03","Aberdeenshire","706",0.47222,1495.06585913345,6878
"S01006868",3,"Accessible Small Towns","Banchory West - 04","Aberdeenshire","821",0.20953,3918.29332315182,5261
"S01006889",3,"Accessible Small Towns","Kemnay - 01","Aberdeenshire","794",0.29333,2706.84894146524,3101
"S01006890",3,"Accessible Small Towns","Kemnay - 02","Aberdeenshire","618",0.18681,3308.17408061667,6852
"S01006891",3,"Accessible Small Towns","Kemnay - 03","Aberdeenshire","1032",0.33186,3109.74507322365,5799
"S01006892",3,"Accessible Small Towns","Kemnay - 04","Aberdeenshire","584",0.14257,4096.23342919268,3204
"S01006893",3,"Accessible Small Towns","Kemnay - 05","Aberdeenshire","526",0.19002,2768.12967056099,5526
"S01006916",3,"Accessible Small Towns","Kintore - 01","Aberdeenshire","576",0.48964,1176.37447920921,6202
"S01006917",3,"Accessible Small Towns","Kintore - 02","Aberdeenshire","1094",0.27041,4045.70836877334,6577
"S01006918",3,"Accessible Small Towns","Kintore - 03","Aberdeenshire","493",0.13904,3545.74223245109,6035
"S01006919",3,"Accessible Small Towns","Kintore - 04","Aberdeenshire","448",0.13858,3232.78972434695,5868
"S01006920",3,"Accessible Small Towns","Kintore - 05","Aberdeenshire","464",0.20651,2246.86455861702,5252
"S01006921",3,"Accessible Small Towns","Kintore - 06","Aberdeenshire","817",0.17227,4742.55529111279,6734
"S01006923",3,"Accessible Small Towns","Kintore - 08","Aberdeenshire","805",7.80586,103.127650252503,5658
"S01006925",3,"Accessible Small Towns","Blackburn - 01","Aberdeenshire","461",0.11307,4077.12036791368,5956
"S01006926",3,"Accessible Small Towns","Blackburn - 02","Aberdeenshire","766",0.21108,3628.95584612469,5663
"S01006927",3,"Accessible Small Towns","Blackburn - 03","Aberdeenshire","1160",0.19747,5874.31002177546,5887
"S01006928",3,"Accessible Small Towns","Blackburn - 04","Aberdeenshire","1030",15.62767,65.9087375149334,5028
"S01006985",3,"Accessible Small Towns","Barrahill - 01","Aberdeenshire","929",0.78389,1185.11525851841,6694
"S01006986",3,"Accessible Small Towns","Barrahill - 02","Aberdeenshire","676",0.19973,3384.56916837731,5824
"S01006987",3,"Accessible Small Towns","Barrahill - 03","Aberdeenshire","693",0.27928,2481.38069321111,5397
"S01006988",3,"Accessible Small Towns","Barrahill - 04","Aberdeenshire","653",22.65626,28.8220562440579,4894
"S01006990",3,"Accessible Small Towns","Barrahill - 06","Aberdeenshire","1020",20.33525,50.1592063043238,6467
"S01007230",3,"Accessible Small Towns","Brechin East - 01","Angus","754",0.3418,2205.96840257461,1545
"S01007231",3,"Accessible Small Towns","Brechin East - 02","Angus","718",0.13681,5248.15437468021,1914
"S01007232",3,"Accessible Small Towns","Brechin East - 03","Angus","669",0.18188,3678.24939520563,1140
"S01007233",3,"Accessible Small Towns","Brechin East - 04","Angus","744",0.31367,2371.91953326745,4069
"S01007234",3,"Accessible Small Towns","Brechin East - 05","Angus","620",0.42199,1469.22912865234,3242
"S01007235",3,"Accessible Small Towns","Brechin West - 01","Angus","710",0.17729,4004.73799988719,2603
"S01007236",3,"Accessible Small Towns","Brechin West - 02","Angus","645",0.17866,3610.20933616926,3348
"S01007237",3,"Accessible Small Towns","Brechin West - 03","Angus","705",0.21051,3349.00954823999,6153
"S01007238",3,"Accessible Small Towns","Brechin West - 04","Angus","825",0.18494,4460.90623986158,4351
"S01007239",3,"Accessible Small Towns","Brechin West - 05","Angus","980",0.86068,1138.63456801599,6119
"S01007271",3,"Accessible Small Towns","Kirriemuir - 01","Angus","968",0.26089,3710.37602054506,3996
"S01007272",3,"Accessible Small Towns","Kirriemuir - 02","Angus","821",0.23101,3553.95870308645,1740
"S01007273",3,"Accessible Small Towns","Kirriemuir - 03","Angus","660",0.25082,2631.36910932143,3858
"S01007274",3,"Accessible Small Towns","Kirriemuir - 04","Angus","747",0.23309,3204.77068943327,2997
"S01007275",3,"Accessible Small Towns","Kirriemuir - 05","Angus","612",0.28602,2139.71050975456,4992
"S01007276",3,"Accessible Small Towns","Kirriemuir - 06","Angus","954",0.28537,3343.02834916074,4409
"S01007277",3,"Accessible Small Towns","Kirriemuir - 07","Angus","760",0.28163,2698.57614600717,5724
"S01007278",3,"Accessible Small Towns","Kirriemuir - 08","Angus","509",0.32718,1555.71856470444,6225
"S01007378",3,"Accessible Small Towns","Garelochhead - 06","Argyll and Bute","2804",38.24392,73.3188438842043,6417
"S01007379",3,"Accessible Small Towns","Garelochhead - 07","Argyll and Bute","472",0.13704,3444.24985405721,2856
"S01007380",3,"Accessible Small Towns","Garelochhead - 08","Argyll and Bute","578",0.23262,2484.7390594102,3086
"S01007409",3,"Accessible Small Towns","Tullibody South - 01","Clackmannanshire","694",1.77511,390.961686881376,3125
"S01007410",3,"Accessible Small Towns","Tullibody South - 02","Clackmannanshire","688",0.10215,6735.19334312286,748
"S01007411",3,"Accessible Small Towns","Tullibody South - 03","Clackmannanshire","893",0.1999,4467.2336168084,692
"S01007412",3,"Accessible Small Towns","Tullibody South - 04","Clackmannanshire","461",0.13681,3369.63672246181,2975
"S01007413",3,"Accessible Small Towns","Tullibody South - 05","Clackmannanshire","881",0.81599,1079.67009399625,5040
"S01007414",3,"Accessible Small Towns","Tullibody South - 06","Clackmannanshire","711",0.17813,3991.46690619211,5944
"S01007415",3,"Accessible Small Towns","Tullibody North and Glenochil - 01","Clackmannanshire","874",0.21264,4110.23325808879,1052
"S01007416",3,"Accessible Small Towns","Tullibody North and Glenochil - 02","Clackmannanshire","553",0.06983,7919.2324215953,589
"S01007417",3,"Accessible Small Towns","Tullibody North and Glenochil - 03","Clackmannanshire","1001",0.31121,3216.47761961377,5345
"S01007418",3,"Accessible Small Towns","Tullibody North and Glenochil - 04","Clackmannanshire","646",0.13265,4869.95853750471,1884
"S01007419",3,"Accessible Small Towns","Tullibody North and Glenochil - 05","Clackmannanshire","913",0.14939,6111.52018207377,1466
"S01007420",3,"Accessible Small Towns","Tullibody North and Glenochil - 06","Clackmannanshire","1393",32.19519,43.2673327910163,5225
"S01007425",3,"Accessible Small Towns","Alva - 01","Clackmannanshire","805",0.28862,2789.13450211351,3680
"S01007426",3,"Accessible Small Towns","Alva - 02","Clackmannanshire","695",0.20974,3313.62639458377,2081
"S01007427",3,"Accessible Small Towns","Alva - 03","Clackmannanshire","615",0.09941,6186.50035207726,1949
"S01007428",3,"Accessible Small Towns","Alva - 04","Clackmannanshire","819",0.14988,5464.37149719776,2386
"S01007429",3,"Accessible Small Towns","Alva - 05","Clackmannanshire","703",0.26903,2613.09147678698,3202
"S01007430",3,"Accessible Small Towns","Alva - 06","Clackmannanshire","419",0.20077,2086.96518404144,4051
"S01007431",3,"Accessible Small Towns","Alva - 07","Clackmannanshire","509",0.40973,1242.28150245283,6593
"S01007433",3,"Accessible Small Towns","Fishcross, Devon Village and Coalsnaughton - 02","Clackmannanshire","905",37.14661,24.3629230231238,3289
"S01007434",3,"Accessible Small Towns","Fishcross, Devon Village and Coalsnaughton - 03","Clackmannanshire","477",0.14238,3350.18963337547,688
"S01007435",3,"Accessible Small Towns","Tillicoultry - 01","Clackmannanshire","653",0.35813,1823.36023231787,2396
"S01007436",3,"Accessible Small Towns","Tillicoultry - 02","Clackmannanshire","666",0.44653,1491.50113094305,1167
"S01007437",3,"Accessible Small Towns","Tillicoultry - 03","Clackmannanshire","417",0.28936,1441.11141830246,1764
"S01007438",3,"Accessible Small Towns","Tillicoultry - 04","Clackmannanshire","617",0.12712,4853.68156073002,1811
"S01007439",3,"Accessible Small Towns","Tillicoultry - 05","Clackmannanshire","690",0.18524,3724.89743036061,3051
"S01007440",3,"Accessible Small Towns","Tillicoultry - 06","Clackmannanshire","646",0.11981,5391.87046156414,2878
"S01007441",3,"Accessible Small Towns","Tillicoultry - 07","Clackmannanshire","494",0.13907,3552.16797296326,6192
"S01007442",3,"Accessible Small Towns","Tillicoultry - 08","Clackmannanshire","471",0.19758,2383.84451867598,6883
"S01007448",3,"Accessible Small Towns","Clackmannan, Kennet and Forestmill - 01","Clackmannanshire","842",20.75755,40.5635539839721,5106
"S01007449",3,"Accessible Small Towns","Clackmannan, Kennet and Forestmill - 02","Clackmannanshire","933",0.20574,4534.84981044036,1539
"S01007450",3,"Accessible Small Towns","Clackmannan, Kennet and Forestmill - 03","Clackmannanshire","751",0.16501,4551.23931882916,1313
"S01007451",3,"Accessible Small Towns","Clackmannan, Kennet and Forestmill - 04","Clackmannanshire","591",0.25847,2286.53228614539,3002
"S01007452",3,"Accessible Small Towns","Clackmannan, Kennet and Forestmill - 05","Clackmannanshire","778",7.55146,103.026434623238,1812
"S01007539",3,"Accessible Small Towns","Dalbeattie - 01","Dumfries and Galloway","693",0.31918,2171.18867096936,6451
"S01007540",3,"Accessible Small Towns","Dalbeattie - 02","Dumfries and Galloway","871",0.36441,2390.16492412393,2985
"S01007541",3,"Accessible Small Towns","Dalbeattie - 03","Dumfries and Galloway","790",0.45171,1748.90969870049,4498
"S01007542",3,"Accessible Small Towns","Dalbeattie - 04","Dumfries and Galloway","838",0.2249,3726.10048910627,2244
"S01007543",3,"Accessible Small Towns","Dalbeattie - 05","Dumfries and Galloway","964",0.46467,2074.59056965158,2837
"S01007617",3,"Accessible Small Towns","Locharbriggs - 01","Dumfries and Galloway","518",0.12866,4026.11534276387,1736
"S01007618",3,"Accessible Small Towns","Locharbriggs - 02","Dumfries and Galloway","619",0.13054,4741.84158112456,2456
"S01007619",3,"Accessible Small Towns","Locharbriggs - 03","Dumfries and Galloway","653",0.11676,5592.66872216512,2864
"S01007620",3,"Accessible Small Towns","Locharbriggs - 04","Dumfries and Galloway","564",0.46363,1216.4872851196,5640
"S01007621",3,"Accessible Small Towns","Locharbriggs - 05","Dumfries and Galloway","590",0.12532,4707.94765400574,4572
"S01007622",3,"Accessible Small Towns","Heathhall - 01","Dumfries and Galloway","565",0.35203,1604.97684856404,4115
"S01007623",3,"Accessible Small Towns","Heathhall - 02","Dumfries and Galloway","555",0.2702,2054.0340488527,6064
"S01007624",3,"Accessible Small Towns","Heathhall - 03","Dumfries and Galloway","637",0.13028,4889.46883635247,4966
"S01007625",3,"Accessible Small Towns","Heathhall - 04","Dumfries and Galloway","499",0.23846,2092.59414576868,5069
"S01007626",3,"Accessible Small Towns","Heathhall - 05","Dumfries and Galloway","602",0.9643,624.287047599295,5211
"S01007635",3,"Accessible Small Towns","Lockerbie - 01","Dumfries and Galloway","718",0.50607,1418.77605864801,4997
"S01007636",3,"Accessible Small Towns","Lockerbie - 02","Dumfries and Galloway","873",0.39603,2204.37845617756,3602
"S01007637",3,"Accessible Small Towns","Lockerbie - 03","Dumfries and Galloway","907",0.31598,2870.43483764795,3255
"S01007638",3,"Accessible Small Towns","Lockerbie - 04","Dumfries and Galloway","776",0.28625,2710.91703056769,3841
"S01007639",3,"Accessible Small Towns","Lockerbie - 05","Dumfries and Galloway","974",0.87891,1108.19082727469,2585
"S01007660",3,"Accessible Small Towns","Annan West - 01","Dumfries and Galloway","818",0.16865,4850.28164838423,1349
"S01007661",3,"Accessible Small Towns","Annan West - 02","Dumfries and Galloway","597",0.32141,1857.44065212657,2783
"S01007662",3,"Accessible Small Towns","Annan West - 03","Dumfries and Galloway","868",0.37264,2329.32589094032,2587
"S01007663",3,"Accessible Small Towns","Annan West - 04","Dumfries and Galloway","831",0.36969,2247.82926235495,4782
"S01007664",3,"Accessible Small Towns","Annan East - 01","Dumfries and Galloway","570",0.11335,5028.67225408028,1977
"S01007665",3,"Accessible Small Towns","Annan East - 02","Dumfries and Galloway","653",0.13296,4911.25150421179,3626
