"DZ_CODE","UR8FOLD","URNAME","Area Name","Council Area","Population","Area Sq Km","People per Sq Km","Overall_SIMD16_rank"
"S01009916",1,"Large Urban Areas","Maxwell Park - 05","Glasgow City","996",0.25576,3894.27588364091,3939
"S01009917",1,"Large Urban Areas","Maxwell Park - 06","Glasgow City","725",0.08394,8637.12175363355,6257
"S01009918",1,"Large Urban Areas","Maxwell Park - 07","Glasgow City","691",0.13701,5043.42748704474,6034
"S01009919",1,"Large Urban Areas","Shawlands West - 01","Glasgow City","1095",0.16625,6586.46616541353,2643
"S01009920",1,"Large Urban Areas","Shawlands West - 02","Glasgow City","900",0.04223,21311.8636040729,5348
"S01009921",1,"Large Urban Areas","Shawlands West - 03","Glasgow City","608",0.04432,13718.4115523466,3554
"S01009922",1,"Large Urban Areas","Shawlands West - 04","Glasgow City","1146",0.06959,16467.8833165685,5097
"S01009923",1,"Large Urban Areas","Shawlands East - 01","Glasgow City","902",0.06614,13637.7381312368,4005
"S01009924",1,"Large Urban Areas","Shawlands East - 02","Glasgow City","1077",0.05347,20142.1357770713,3261
"S01009925",1,"Large Urban Areas","Shawlands East - 03","Glasgow City","725",0.03413,21242.3088192206,4165
"S01009926",1,"Large Urban Areas","Shawlands East - 04","Glasgow City","792",0.04342,18240.442192538,3646
"S01009927",1,"Large Urban Areas","Langside - 01","Glasgow City","579",0.05735,10095.9023539669,3100
"S01009928",1,"Large Urban Areas","Langside - 02","Glasgow City","933",0.15617,5974.2588205161,6433
"S01009929",1,"Large Urban Areas","Langside - 03","Glasgow City","570",0.06799,8383.58582144433,5898
"S01009930",1,"Large Urban Areas","Langside - 04","Glasgow City","844",0.06151,13721.3461225817,4012
"S01009931",1,"Large Urban Areas","Langside - 05","Glasgow City","867",0.0475,18252.6315789474,6423
"S01009932",1,"Large Urban Areas","Langside - 06","Glasgow City","745",0.06087,12239.1982914408,4404
"S01009933",1,"Large Urban Areas","Pollokshaws - 01","Glasgow City","932",0.05764,16169.3268563498,949
"S01009934",1,"Large Urban Areas","Pollokshaws - 02","Glasgow City","923",0.20737,4450.98133770555,4968
"S01009935",1,"Large Urban Areas","Pollokshaws - 03","Glasgow City","732",0.21848,3350.42109117539,160
"S01009936",1,"Large Urban Areas","Pollokshaws - 04","Glasgow City","599",0.08201,7303.98731861968,1057
"S01009937",1,"Large Urban Areas","Pollokshaws - 05","Glasgow City","455",3.03183,150.074377521167,2919
"S01009938",1,"Large Urban Areas","Pollokshaws - 06","Glasgow City","745",0.23718,3141.0742895691,648
"S01009939",1,"Large Urban Areas","Carnwadric West - 01","Glasgow City","589",0.04058,14514.539181863,21
"S01009940",1,"Large Urban Areas","Carnwadric West - 02","Glasgow City","800",0.16099,4969.25274861793,97
"S01009941",1,"Large Urban Areas","Carnwadric West - 03","Glasgow City","1028",0.14776,6957.22793719545,3472
"S01009942",1,"Large Urban Areas","Carnwadric West - 04","Glasgow City","939",0.23447,4004.77673049857,318
"S01009943",1,"Large Urban Areas","Carnwadric West - 05","Glasgow City","896",0.11743,7630.07749297454,282
"S01009944",1,"Large Urban Areas","Carnwadric East - 01","Glasgow City","765",0.11196,6832.79742765273,1931
"S01009945",1,"Large Urban Areas","Carnwadric East - 02","Glasgow City","913",0.33715,2707.99347471452,671
"S01009946",1,"Large Urban Areas","Carnwadric East - 03","Glasgow City","902",0.10924,8257.04870010985,1894
"S01009947",1,"Large Urban Areas","Carnwadric East - 04","Glasgow City","583",0.12485,4669.60352422907,2089
"S01009948",1,"Large Urban Areas","Newlands - 01","Glasgow City","786",0.08074,9734.95169680456,413
"S01009949",1,"Large Urban Areas","Newlands - 02","Glasgow City","895",0.08286,10801.3516775284,2449
"S01009950",1,"Large Urban Areas","Newlands - 03","Glasgow City","688",0.20441,3365.78445281542,6864
"S01009951",1,"Large Urban Areas","Newlands - 04","Glasgow City","727",0.31467,2310.35688181269,6812
"S01009952",1,"Large Urban Areas","Newlands - 05","Glasgow City","703",0.11874,5920.49856830049,5849
"S01009953",1,"Large Urban Areas","Newlands - 06","Glasgow City","885",0.16694,5301.30585839224,5095
"S01009954",1,"Large Urban Areas","Newlands - 07","Glasgow City","704",0.2417,2912.70169631775,2996
"S01009955",1,"Large Urban Areas","Merrylee and Millbrae - 01","Glasgow City","1072",0.2453,4370.15898899307,2950
"S01009956",1,"Large Urban Areas","Merrylee and Millbrae - 02","Glasgow City","735",0.16766,4383.87212215197,2588
"S01009957",1,"Large Urban Areas","Merrylee and Millbrae - 03","Glasgow City","727",0.2296,3166.37630662021,6389
"S01009958",1,"Large Urban Areas","Merrylee and Millbrae - 04","Glasgow City","885",0.16713,5295.27912403518,5520
"S01009959",1,"Large Urban Areas","Muirend and Old Cathcart - 01","Glasgow City","644",0.16585,3883.02683147422,6134
"S01009960",1,"Large Urban Areas","Muirend and Old Cathcart - 02","Glasgow City","842",0.1715,4909.62099125365,5734
"S01009961",1,"Large Urban Areas","Muirend and Old Cathcart - 03","Glasgow City","691",0.13006,5312.93249269568,4095
"S01009962",1,"Large Urban Areas","Muirend and Old Cathcart - 04","Glasgow City","959",0.1153,8317.43278404163,3084
"S01009963",1,"Large Urban Areas","Muirend and Old Cathcart - 05","Glasgow City","734",0.10985,6681.83887118798,6188
"S01009964",1,"Large Urban Areas","Muirend and Old Cathcart - 06","Glasgow City","878",0.15766,5568.94583280477,5313
"S01009965",1,"Large Urban Areas","Carmunnock North - 01","Glasgow City","744",0.24264,3066.27101879327,4822
"S01009966",1,"Large Urban Areas","Carmunnock North - 02","Glasgow City","743",0.10153,7318.03407859746,5727
"S01009967",1,"Large Urban Areas","Carmunnock North - 03","Glasgow City","767",0.24549,3124.36351786223,6223
"S01009968",1,"Large Urban Areas","Carmunnock North - 04","Glasgow City","564",0.11643,4844.11234217985,4387
"S01009970",1,"Large Urban Areas","Carmunnock South - 02","Glasgow City","961",0.07759,12385.6167031834,256
"S01009971",1,"Large Urban Areas","Carmunnock South - 03","Glasgow City","1069",0.24137,4428.88511414012,314
"S01009973",1,"Large Urban Areas","Glenwood South - 01","Glasgow City","702",0.10584,6632.65306122449,2579
"S01009974",1,"Large Urban Areas","Glenwood South - 02","Glasgow City","645",0.0428,15070.0934579439,368
"S01009975",1,"Large Urban Areas","Glenwood South - 03","Glasgow City","807",0.14677,5498.39885535191,26
"S01009976",1,"Large Urban Areas","Glenwood South - 04","Glasgow City","471",0.04358,10807.7099586967,131
"S01009977",1,"Large Urban Areas","Glenwood South - 05","Glasgow City","895",0.14688,6093.40958605664,24
"S01009978",1,"Large Urban Areas","Glenwood South - 06","Glasgow City","1001",0.15781,6343.07078131931,171
"S01009979",1,"Large Urban Areas","Glenwood South - 07","Glasgow City","518",0.31608,1638.82561376867,221
"S01009980",1,"Large Urban Areas","Glenwood North - 01","Glasgow City","629",0.30047,2093.38702699105,149
"S01009981",1,"Large Urban Areas","Glenwood North - 02","Glasgow City","691",0.30283,2281.80827526995,243
"S01009982",1,"Large Urban Areas","Glenwood North - 03","Glasgow City","981",0.2448,4007.35294117647,715
"S01009983",1,"Large Urban Areas","Glenwood North - 04","Glasgow City","642",0.06625,9690.56603773585,115
"S01009984",1,"Large Urban Areas","Glenwood North - 05","Glasgow City","715",0.14895,4800.26854649211,1205
"S01009985",1,"Large Urban Areas","Glenwood North - 06","Glasgow City","631",0.10374,6082.51397725082,103
"S01009986",1,"Large Urban Areas","Castlemilk - 01","Glasgow City","500",0.07595,6583.27847267939,100
"S01009987",1,"Large Urban Areas","Castlemilk - 02","Glasgow City","823",0.18031,4564.36137762742,587
"S01009988",1,"Large Urban Areas","Castlemilk - 03","Glasgow City","456",0.08495,5367.8634490877,516
"S01009989",1,"Large Urban Areas","Castlemilk - 04","Glasgow City","857",0.119,7201.68067226891,1618
"S01009990",1,"Large Urban Areas","Castlemilk - 05","Glasgow City","734",0.08119,9040.52223180195,3210
"S01009991",1,"Large Urban Areas","Castlemilk - 06","Glasgow City","780",0.08411,9273.57032457496,2389
"S01009992",1,"Large Urban Areas","Castlemilk - 07","Glasgow City","718",0.12964,5538.41406973156,482
"S01009993",1,"Large Urban Areas","Kingspark South - 01","Glasgow City","870",0.36901,2357.6596840194,3280
"S01009994",1,"Large Urban Areas","Kingspark South - 02","Glasgow City","645",0.21039,3065.73506345359,3529
"S01009995",1,"Large Urban Areas","Kingspark South - 03","Glasgow City","614",0.06276,9783.30146590185,3213
"S01009996",1,"Large Urban Areas","Kingspark South - 04","Glasgow City","756",0.08124,9305.76070901034,2451
"S01009997",1,"Large Urban Areas","Kingspark South - 05","Glasgow City","593",0.0699,8483.54792560801,2666
"S01009998",1,"Large Urban Areas","Kingspark South - 06","Glasgow City","627",0.21647,2896.47526216104,3655
"S01009999",1,"Large Urban Areas","Kingspark North - 01","Glasgow City","670",0.13665,4903.03695572631,5417
"S01010000",1,"Large Urban Areas","Kingspark North - 02","Glasgow City","582",0.06452,9020.45877247365,2875
"S01010001",1,"Large Urban Areas","Kingspark North - 03","Glasgow City","852",0.11736,7259.71370143149,2544
"S01010002",1,"Large Urban Areas","Kingspark North - 04","Glasgow City","726",0.08829,8222.90180088345,3262
"S01010003",1,"Large Urban Areas","Kingspark North - 05","Glasgow City","660",0.13275,4971.75141242938,4332
"S01010004",1,"Large Urban Areas","Kingspark North - 06","Glasgow City","696",0.13313,5227.97265830391,5625
"S01010005",1,"Large Urban Areas","Cathcart - 01","Glasgow City","725",0.12595,5756.25248114331,1459
"S01010006",1,"Large Urban Areas","Cathcart - 02","Glasgow City","1135",0.06771,16762.6643036479,2507
"S01010007",1,"Large Urban Areas","Cathcart - 03","Glasgow City","929",0.11614,7998.96676425004,5537
"S01010008",1,"Large Urban Areas","Cathcart - 04","Glasgow City","768",0.11113,6910.82515972285,2908
"S01010009",1,"Large Urban Areas","Cathcart - 05","Glasgow City","642",0.14387,4462.36185445194,1745
"S01010010",1,"Large Urban Areas","Cathcart - 06","Glasgow City","1079",0.22623,4769.48238518322,5222
"S01010011",1,"Large Urban Areas","Mount Florida - 01","Glasgow City","728",0.05926,12284.8464394195,1634
"S01010012",1,"Large Urban Areas","Mount Florida - 02","Glasgow City","884",0.12358,7153.26104547661,3880
"S01010013",1,"Large Urban Areas","Mount Florida - 03","Glasgow City","889",0.20071,4429.27606995167,2522
"S01010014",1,"Large Urban Areas","Mount Florida - 04","Glasgow City","1052",0.09695,10850.9541000516,2968
"S01010015",1,"Large Urban Areas","Mount Florida - 05","Glasgow City","787",0.09413,8360.77764793371,3985
"S01010016",1,"Large Urban Areas","Toryglen and Oatlands - 01","Glasgow City","707",0.10647,6640.36817882972,1575
"S01010017",1,"Large Urban Areas","Toryglen and Oatlands - 02","Glasgow City","784",0.07532,10408.9219330855,501
"S01010018",1,"Large Urban Areas","Toryglen and Oatlands - 03","Glasgow City","1183",0.13229,8942.47486582508,1441
"S01010019",1,"Large Urban Areas","Toryglen and Oatlands - 04","Glasgow City","719",0.15629,4600.42229189327,154
"S01010020",1,"Large Urban Areas","Toryglen and Oatlands - 05","Glasgow City","737",0.08362,8813.68093757474,1766
"S01010021",1,"Large Urban Areas","Toryglen and Oatlands - 06","Glasgow City","473",0.71247,663.887602285008,367
"S01010022",1,"Large Urban Areas","Toryglen and Oatlands - 07","Glasgow City","1658",0.70562,2349.70664096823,801
"S01010023",1,"Large Urban Areas","Gorbals and Hutchesontown - 01","Glasgow City","648",0.06118,10591.6966328866,311
"S01010024",1,"Large Urban Areas","Gorbals and Hutchesontown - 02","Glasgow City","846",0.09505,8900.57864281957,932
"S01010025",1,"Large Urban Areas","Gorbals and Hutchesontown - 03","Glasgow City","550",0.08625,6376.8115942029,136
"S01010026",1,"Large Urban Areas","Gorbals and Hutchesontown - 04","Glasgow City","974",0.06108,15946.2999345121,310
"S01010027",1,"Large Urban Areas","Gorbals and Hutchesontown - 05","Glasgow City","956",0.07059,13542.9947584644,2689
"S01010028",1,"Large Urban Areas","Gorbals and Hutchesontown - 06","Glasgow City","677",0.07405,9142.47130317353,252
"S01010029",1,"Large Urban Areas","Gorbals and Hutchesontown - 07","Glasgow City","677",0.28053,2413.28913128721,31
"S01010030",1,"Large Urban Areas","Gorbals and Hutchesontown - 08","Glasgow City","857",0.09555,8969.12611198325,2610
"S01010031",1,"Large Urban Areas","Laurieston and Tradeston - 01","Glasgow City","842",0.32787,2568.09101168146,2211
"S01010032",1,"Large Urban Areas","Laurieston and Tradeston - 02","Glasgow City","845",0.88413,955.741802676077,308
"S01010033",1,"Large Urban Areas","Laurieston and Tradeston - 03","Glasgow City","1073",0.54793,1958.27934225175,305
"S01010034",1,"Large Urban Areas","Laurieston and Tradeston - 04","Glasgow City","1326",0.30317,4373.78368572088,206
"S01010035",1,"Large Urban Areas","Laurieston and Tradeston - 05","Glasgow City","620",0.08966,6915.01226857015,1721
"S01010036",1,"Large Urban Areas","Laurieston and Tradeston - 06","Glasgow City","1041",0.0274,37992.700729927,5517
"S01010037",1,"Large Urban Areas","Calton and Gallowgate - 01","Glasgow City","657",0.07577,8670.97795961462,216
"S01010038",1,"Large Urban Areas","Calton and Gallowgate - 02","Glasgow City","940",0.1666,5642.2569027611,653
"S01010039",1,"Large Urban Areas","Calton and Gallowgate - 03","Glasgow City","1113",0.25812,4311.94793119479,3206
"S01010040",1,"Large Urban Areas","Calton and Gallowgate - 04","Glasgow City","930",0.48225,1928.46034214619,1755
"S01010041",1,"Large Urban Areas","Calton and Gallowgate - 05","Glasgow City","788",0.04609,17096.9841614233,1345
"S01010042",1,"Large Urban Areas","Bridgeton - 01","Glasgow City","1455",0.13657,10653.877132606,2485
"S01010043",1,"Large Urban Areas","Bridgeton - 02","Glasgow City","755",0.06934,10888.376117681,224
"S01010044",1,"Large Urban Areas","Bridgeton - 03","Glasgow City","1183",0.10677,11079.8913552496,707
"S01010045",1,"Large Urban Areas","Bridgeton - 04","Glasgow City","606",0.05638,10748.492373182,146
"S01010046",1,"Large Urban Areas","Dalmarnock - 01","Glasgow City","782",0.75693,1033.12063202674,163
"S01010047",1,"Large Urban Areas","Dalmarnock - 02","Glasgow City","787",0.05846,13462.1963735888,78
"S01010048",1,"Large Urban Areas","Dalmarnock - 03","Glasgow City","2081",0.37054,5616.12781346143,85
"S01010049",1,"Large Urban Areas","Parkhead West and Barrowfield - 01","Glasgow City","875",0.07636,11458.8789942378,96
"S01010050",1,"Large Urban Areas","Parkhead West and Barrowfield - 02","Glasgow City","1822",0.26172,6961.63839217484,12
"S01010051",1,"Large Urban Areas","Parkhead West and Barrowfield - 03","Glasgow City","812",0.11552,7029.08587257618,193
"S01010052",1,"Large Urban Areas","Parkhead West and Barrowfield - 04","Glasgow City","848",0.5123,1655.28010931095,164
"S01010053",1,"Large Urban Areas","Parkhead West and Barrowfield - 05","Glasgow City","999",0.46004,2171.55029997392,616
"S01010054",1,"Large Urban Areas","Parkhead West and Barrowfield - 06","Glasgow City","626",0.35097,1783.62823033308,53
"S01010055",1,"Large Urban Areas","Parkhead West and Barrowfield - 07","Glasgow City","1219",0.41917,2908.12796717322,67
"S01010056",1,"Large Urban Areas","Parkhead East and Braidfauld North - 01","Glasgow City","544",0.1201,4529.55870108243,273
"S01010057",1,"Large Urban Areas","Parkhead East and Braidfauld North - 02","Glasgow City","549",0.09395,5843.53379457158,1172
"S01010058",1,"Large Urban Areas","Parkhead East and Braidfauld North - 03","Glasgow City","797",0.07331,10871.6409766744,385
"S01010059",1,"Large Urban Areas","Parkhead East and Braidfauld North - 04","Glasgow City","633",0.49389,1281.66190852214,1591
"S01010060",1,"Large Urban Areas","Parkhead East and Braidfauld North - 05","Glasgow City","1020",0.10635,9590.97320169252,678
"S01010061",1,"Large Urban Areas","Braidfauld - 01","Glasgow City","527",0.11276,4673.64313586378,2360
"S01010062",1,"Large Urban Areas","Braidfauld - 02","Glasgow City","822",0.15379,5344.95090708108,815
"S01010063",1,"Large Urban Areas","Braidfauld - 03","Glasgow City","925",0.16939,5460.7710018301,140
"S01010064",1,"Large Urban Areas","Braidfauld - 04","Glasgow City","524",0.09638,5436.81261672546,1511
"S01010065",1,"Large Urban Areas","Braidfauld - 05","Glasgow City","851",0.39954,2129.94944185814,334
"S01010066",1,"Large Urban Areas","Braidfauld - 06","Glasgow City","759",0.09246,8208.9552238806,233
"S01010067",1,"Large Urban Areas","Braidfauld - 07","Glasgow City","633",0.78752,803.789110117838,58
"S01010068",1,"Large Urban Areas","Braidfauld - 08","Glasgow City","1293",0.21713,5954.95785934693,1550
"S01010069",1,"Large Urban Areas","Shettleston South - 01","Glasgow City","845",0.1952,4328.89344262295,3621
"S01010070",1,"Large Urban Areas","Shettleston South - 02","Glasgow City","636",0.12383,5136.07364935799,4574
"S01010071",1,"Large Urban Areas","Shettleston South - 03","Glasgow City","834",1.82372,457.30704274779,2153
"S01010072",1,"Large Urban Areas","Shettleston South - 04","Glasgow City","780",0.15213,5127.19384736738,2496
"S01010073",1,"Large Urban Areas","Shettleston South - 05","Glasgow City","764",0.14927,5118.24211160983,3900
"S01010074",1,"Large Urban Areas","Carmyle and Mount Vernon South - 01","Glasgow City","708",0.90885,779.006436705727,3573
"S01010075",1,"Large Urban Areas","Carmyle and Mount Vernon South - 02","Glasgow City","659",0.15329,4299.04103333551,1421
"S01010076",1,"Large Urban Areas","Carmyle and Mount Vernon South - 03","Glasgow City","637",0.10687,5960.51277252737,1514
"S01010077",1,"Large Urban Areas","Carmyle and Mount Vernon South - 04","Glasgow City","627",0.18276,3430.72882468812,847
"S01010078",1,"Large Urban Areas","Mount Vernon North and Sandyhills - 01","Glasgow City","599",0.18676,3207.32490897408,4392
"S01010079",1,"Large Urban Areas","Mount Vernon North and Sandyhills - 02","Glasgow City","848",0.40231,2107.82729735776,5673
"S01010080",1,"Large Urban Areas","Mount Vernon North and Sandyhills - 03","Glasgow City","669",0.26623,2512.86481613642,5321
"S01010081",1,"Large Urban Areas","Mount Vernon North and Sandyhills - 04","Glasgow City","638",0.19969,3194.9521758726,5076
"S01010082",1,"Large Urban Areas","Mount Vernon North and Sandyhills - 05","Glasgow City","803",0.21626,3713.12309257375,3589
"S01010083",1,"Large Urban Areas","Baillieston West - 01","Glasgow City","735",0.10553,6964.84412015541,1025
"S01010084",1,"Large Urban Areas","Baillieston West - 02","Glasgow City","802",0.17389,4612.11110472138,885
"S01010085",1,"Large Urban Areas","Baillieston West - 03","Glasgow City","720",0.20437,3523.02196995645,4131
"S01010086",1,"Large Urban Areas","Baillieston West - 04","Glasgow City","870",0.17512,4968.02192782092,492
"S01010087",1,"Large Urban Areas","Baillieston West - 05","Glasgow City","542",0.09766,5549.86688511161,4714
"S01010088",1,"Large Urban Areas","Baillieston East - 01","Glasgow City","1916",2.50459,764.995468320164,5518
"S01010089",1,"Large Urban Areas","Baillieston East - 02","Glasgow City","694",0.18634,3724.37479875496,992
"S01010090",1,"Large Urban Areas","Baillieston East - 03","Glasgow City","1041",0.18059,5764.43878398582,3252
"S01010091",1,"Large Urban Areas","Baillieston East - 04","Glasgow City","963",2.88187,334.158029335119,3461
"S01010092",1,"Large Urban Areas","Baillieston East - 05","Glasgow City","926",0.18762,4935.50794158405,515
"S01010093",1,"Large Urban Areas","Baillieston East - 06","Glasgow City","812",0.15241,5327.73440062988,2831
"S01010094",1,"Large Urban Areas","Garrowhill West - 01","Glasgow City","667",0.1206,5530.67993366501,3608
"S01010095",1,"Large Urban Areas","Garrowhill West - 02","Glasgow City","613",0.14565,4208.71953312736,5289
"S01010096",1,"Large Urban Areas","Garrowhill West - 03","Glasgow City","672",0.15274,4399.63336388634,4806
"S01010097",1,"Large Urban Areas","Garrowhill West - 04","Glasgow City","727",0.36251,2005.46191829191,3739
"S01010098",1,"Large Urban Areas","Garrowhill West - 05","Glasgow City","756",0.11751,6433.49502170028,5080
"S01010099",1,"Large Urban Areas","Garrowhill West - 06","Glasgow City","680",0.17428,3901.76727105807,5243
"S01010100",1,"Large Urban Areas","Garrowhill East and Swinton - 01","Glasgow City","815",0.22682,3593.1575698792,3448
"S01010101",1,"Large Urban Areas","Garrowhill East and Swinton - 02","Glasgow City","675",0.15272,4419.85332634887,3878
"S01010102",1,"Large Urban Areas","Garrowhill East and Swinton - 03","Glasgow City","861",0.14042,6131.60518444666,5051
"S01010103",1,"Large Urban Areas","Garrowhill East and Swinton - 04","Glasgow City","1017",0.57815,1759.05906771599,4772
"S01010104",1,"Large Urban Areas","Garrowhill East and Swinton - 05","Glasgow City","918",0.2615,3510.51625239006,4779
"S01010105",1,"Large Urban Areas","Easterhouse East - 01","Glasgow City","424",0.06216,6821.10682110682,924
"S01010106",1,"Large Urban Areas","Easterhouse East - 02","Glasgow City","260",0.12366,2102.53922044315,1076
"S01010107",1,"Large Urban Areas","Easterhouse East - 03","Glasgow City","804",0.08054,9982.61733300224,396
"S01010108",1,"Large Urban Areas","Easterhouse East - 04","Glasgow City","729",0.15565,4683.58496627048,479
"S01010109",1,"Large Urban Areas","Easterhouse East - 05","Glasgow City","907",3.66859,247.233950918473,756
"S01010110",1,"Large Urban Areas","Central Easterhouse - 01","Glasgow City","782",0.26458,2955.62778743669,167
"S01010111",1,"Large Urban Areas","Central Easterhouse - 02","Glasgow City","756",0.41007,1843.58768015217,18
"S01010112",1,"Large Urban Areas","Central Easterhouse - 03","Glasgow City","929",0.20262,4584.93732109367,141
"S01010113",1,"Large Urban Areas","Garthamlock, Auchinlea and Gartloch - 01","Glasgow City","674",0.06719,10031.2546509897,297
"S01010114",1,"Large Urban Areas","Garthamlock, Auchinlea and Gartloch - 02","Glasgow City","726",0.33641,2158.08091317143,106
"S01010115",1,"Large Urban Areas","Garthamlock, Auchinlea and Gartloch - 03","Glasgow City","602",0.08193,7347.73587208593,2265
"S01010116",1,"Large Urban Areas","Garthamlock, Auchinlea and Gartloch - 04","Glasgow City","1182",0.18413,6419.37761364253,2542
"S01010118",1,"Large Urban Areas","North Barlanark and Easterhouse South - 01","Glasgow City","868",0.19355,4484.62929475588,10
"S01010119",1,"Large Urban Areas","North Barlanark and Easterhouse South - 02","Glasgow City","542",0.1473,3679.5655125594,877
"S01010120",1,"Large Urban Areas","North Barlanark and Easterhouse South - 03","Glasgow City","1019",0.14669,6946.62212829777,74
"S01010121",1,"Large Urban Areas","North Barlanark and Easterhouse South - 04","Glasgow City","591",0.06828,8655.53602811951,20
"S01010122",1,"Large Urban Areas","North Barlanark and Easterhouse South - 05","Glasgow City","511",0.36571,1397.28199939843,3
"S01010123",1,"Large Urban Areas","Barlanark - 01","Glasgow City","659",0.10407,6332.27635245508,439
"S01010124",1,"Large Urban Areas","Barlanark - 02","Glasgow City","603",0.10277,5867.47105186338,1952
"S01010125",1,"Large Urban Areas","Barlanark - 03","Glasgow City","516",0.06796,7592.7015891701,822
"S01010126",1,"Large Urban Areas","Barlanark - 04","Glasgow City","678",0.25024,2709.3989769821,1018
"S01010127",1,"Large Urban Areas","Barlanark - 05","Glasgow City","639",0.11385,5612.64822134387,1039
"S01010128",1,"Large Urban Areas","Barlanark - 06","Glasgow City","525",0.04319,12155.5915721232,82
"S01010129",1,"Large Urban Areas","Barlanark - 07","Glasgow City","707",1.11813,632.305724736837,32
"S01010130",1,"Large Urban Areas","Barlanark - 08","Glasgow City","408",0.49877,818.012310283297,276
"S01010131",1,"Large Urban Areas","Greenfield - 01","Glasgow City","922",0.31642,2913.84868213134,4274
"S01010132",1,"Large Urban Areas","Greenfield - 02","Glasgow City","981",0.2978,3294.15715245131,389
"S01010133",1,"Large Urban Areas","Greenfield - 03","Glasgow City","693",0.21006,3299.05741216795,180
"S01010134",1,"Large Urban Areas","Greenfield - 04","Glasgow City","996",0.14381,6925.80488144079,768
"S01010135",1,"Large Urban Areas","Greenfield - 05","Glasgow City","751",0.11299,6646.60589432693,765
"S01010136",1,"Large Urban Areas","Greenfield - 06","Glasgow City","817",0.20637,3958.90875611765,1990
"S01010137",1,"Large Urban Areas","Shettleston North - 01","Glasgow City","903",0.16595,5441.39801144923,699
"S01010138",1,"Large Urban Areas","Shettleston North - 02","Glasgow City","957",0.10708,8937.24318266716,47
"S01010139",1,"Large Urban Areas","Shettleston North - 03","Glasgow City","1033",0.20105,5138.02536682417,662
"S01010140",1,"Large Urban Areas","Shettleston North - 04","Glasgow City","842",0.20583,4090.75450614585,1693
"S01010141",1,"Large Urban Areas","Shettleston North - 05","Glasgow City","936",0.09656,9693.45484672742,125
"S01010142",1,"Large Urban Areas","Tollcross - 01","Glasgow City","667",0.07995,8342.71419637273,357
"S01010143",1,"Large Urban Areas","Tollcross - 02","Glasgow City","755",0.12411,6083.31318991217,1145
"S01010144",1,"Large Urban Areas","Tollcross - 03","Glasgow City","808",0.08588,9408.47694457382,421
"S01010145",1,"Large Urban Areas","Tollcross - 04","Glasgow City","892",0.08416,10598.8593155894,1196
"S01010146",1,"Large Urban Areas","Tollcross - 05","Glasgow City","772",0.04718,16362.8656210259,244
"S01010147",1,"Large Urban Areas","Old Shettleston and Parkhead North - 01","Glasgow City","992",0.17105,5799.47383805905,161
"S01010148",1,"Large Urban Areas","Old Shettleston and Parkhead North - 02","Glasgow City","1029",0.44362,2319.55277038907,4
"S01010149",1,"Large Urban Areas","Old Shettleston and Parkhead North - 03","Glasgow City","1188",0.2327,5105.28577567684,4411
"S01010150",1,"Large Urban Areas","Old Shettleston and Parkhead North - 04","Glasgow City","728",0.1809,4024.32283029298,91
"S01010151",1,"Large Urban Areas","Old Shettleston and Parkhead North - 05","Glasgow City","622",0.12059,5157.97329795174,307
"S01010152",1,"Large Urban Areas","Carntyne - 01","Glasgow City","835",0.18704,4464.28571428571,1732
"S01010153",1,"Large Urban Areas","Carntyne - 02","Glasgow City","929",0.19251,4825.72333904732,706
"S01010154",1,"Large Urban Areas","Carntyne - 03","Glasgow City","927",0.18951,4891.56245053031,498
"S01010155",1,"Large Urban Areas","Carntyne - 04","Glasgow City","755",0.15825,4770.93206951027,1185
"S01010156",1,"Large Urban Areas","Cranhill, Lightburn and Queenslie South - 01","Glasgow City","515",0.09447,5451.46607388589,668
"S01010157",1,"Large Urban Areas","Cranhill, Lightburn and Queenslie South - 02","Glasgow City","591",0.09206,6419.72626547904,227
"S01010158",1,"Large Urban Areas","Cranhill, Lightburn and Queenslie South - 03","Glasgow City","953",0.17594,5416.61930203478,919
"S01010159",1,"Large Urban Areas","Cranhill, Lightburn and Queenslie South - 04","Glasgow City","724",0.22462,3223.22144065533,845
"S01010160",1,"Large Urban Areas","Cranhill, Lightburn and Queenslie South - 05","Glasgow City","583",0.07919,7362.04066169971,65
"S01010161",1,"Large Urban Areas","Cranhill, Lightburn and Queenslie South - 06","Glasgow City","620",0.23509,2637.28784720745,1109
"S01010162",1,"Large Urban Areas","Cranhill, Lightburn and Queenslie South - 07","Glasgow City","911",0.15298,5955.02680088901,134
"S01010163",1,"Large Urban Areas","Cranhill, Lightburn and Queenslie South - 08","Glasgow City","688",0.12307,5590.3144551881,69
"S01010164",1,"Large Urban Areas","Cranhill, Lightburn and Queenslie South - 09","Glasgow City","867",0.16897,5131.08835888028,430
"S01010165",1,"Large Urban Areas","Craigend and Ruchazie - 01","Glasgow City","633",0.15425,4103.72771474878,172
"S01010166",1,"Large Urban Areas","Craigend and Ruchazie - 02","Glasgow City","1114",0.21055,5290.90477321301,955
"S01010167",1,"Large Urban Areas","Craigend and Ruchazie - 03","Glasgow City","804",0.16914,4753.4586732884,285
"S01010168",1,"Large Urban Areas","Craigend and Ruchazie - 04","Glasgow City","495",0.13109,3776.03173392326,997
"S01010169",1,"Large Urban Areas","Craigend and Ruchazie - 05","Glasgow City","831",0.3266,2544.39681567667,494
"S01010170",1,"Large Urban Areas","Craigend and Ruchazie - 06","Glasgow City","499",0.0622,8022.50803858521,399
