FeatureCode,DateCode,Measurement,Units,Value
S01008574,2014,Count,Hectares,13.566
S01008575,2014,Count,Hectares,23.038
S01008576,2014,Count,Hectares,23.946
S01008577,2014,Count,Hectares,26.924
S01008578,2014,Count,Hectares,18.633
S01008579,2014,Count,Hectares,354.336
S01008580,2014,Count,Hectares,13.844
S01008581,2014,Count,Hectares,12.833
S01008582,2014,Count,Hectares,16.541
S01008583,2014,Count,Hectares,10.199
S01008584,2014,Count,Hectares,11.286
S01008585,2014,Count,Hectares,19.209
S01008586,2014,Count,Hectares,15.384
S01008587,2014,Count,Hectares,136.407
S01008588,2014,Count,Hectares,14.017
S01008589,2014,Count,Hectares,5.695
S01008590,2014,Count,Hectares,7.55
S01008591,2014,Count,Hectares,9.761
S01008592,2014,Count,Hectares,10.424
S01008593,2014,Count,Hectares,16.895
S01008594,2014,Count,Hectares,26.723
S01008595,2014,Count,Hectares,27.114
S01008596,2014,Count,Hectares,10.491
S01008597,2014,Count,Hectares,65.333
S01008598,2014,Count,Hectares,7.475
S01008599,2014,Count,Hectares,21.95
S01008600,2014,Count,Hectares,15.102
S01008601,2014,Count,Hectares,24.995
S01008602,2014,Count,Hectares,3.421
S01008603,2014,Count,Hectares,5.295
S01008604,2014,Count,Hectares,12.057
S01008605,2014,Count,Hectares,7.566
S01008606,2014,Count,Hectares,10.356
S01008607,2014,Count,Hectares,16.634
S01008608,2014,Count,Hectares,15.284
S01008609,2014,Count,Hectares,20.219
S01008610,2014,Count,Hectares,21.745
S01008611,2014,Count,Hectares,8.907
S01008612,2014,Count,Hectares,4.312
S01008613,2014,Count,Hectares,11.667
S01008614,2014,Count,Hectares,3.433
S01008615,2014,Count,Hectares,5.619
S01008616,2014,Count,Hectares,3.241
S01008617,2014,Count,Hectares,3.578
S01008618,2014,Count,Hectares,2.731
S01008619,2014,Count,Hectares,2.227
S01008620,2014,Count,Hectares,2.881
S01008621,2014,Count,Hectares,2.497
S01008622,2014,Count,Hectares,1.813
S01008623,2014,Count,Hectares,14.991
S01008624,2014,Count,Hectares,44.429
S01008625,2014,Count,Hectares,24.37
S01008626,2014,Count,Hectares,14.635
S01008627,2014,Count,Hectares,17.323
S01008628,2014,Count,Hectares,11.64
S01008629,2014,Count,Hectares,5.259
S01008630,2014,Count,Hectares,5.069
S01008631,2014,Count,Hectares,4.159
S01008632,2014,Count,Hectares,26.005
S01008633,2014,Count,Hectares,41.946
S01008634,2014,Count,Hectares,12.021
S01008635,2014,Count,Hectares,13.994
S01008636,2014,Count,Hectares,13.254
S01008637,2014,Count,Hectares,19.69
S01008638,2014,Count,Hectares,5.911
S01008639,2014,Count,Hectares,7.178
S01008640,2014,Count,Hectares,4.78
S01008641,2014,Count,Hectares,3.17
S01008642,2014,Count,Hectares,8.714
S01008643,2014,Count,Hectares,3.897
S01008644,2014,Count,Hectares,4.297
S01008645,2014,Count,Hectares,2.689
S01008646,2014,Count,Hectares,5.188
S01008647,2014,Count,Hectares,3.572
S01008648,2014,Count,Hectares,5.239
S01008649,2014,Count,Hectares,3.616
S01008650,2014,Count,Hectares,2.267
S01008651,2014,Count,Hectares,16.718
S01008652,2014,Count,Hectares,3.824
S01008653,2014,Count,Hectares,7.655
S01008654,2014,Count,Hectares,3.417
S01008655,2014,Count,Hectares,8.092
S01008656,2014,Count,Hectares,2.174
S01008657,2014,Count,Hectares,4.813
S01008658,2014,Count,Hectares,6.57
S01008659,2014,Count,Hectares,11.309
S01008660,2014,Count,Hectares,23.955
S01008661,2014,Count,Hectares,8.131
S01008662,2014,Count,Hectares,2.964
S01008663,2014,Count,Hectares,5.056
S01008664,2014,Count,Hectares,2.773
S01008665,2014,Count,Hectares,9.117
S01008666,2014,Count,Hectares,13.97
S01008667,2014,Count,Hectares,32.349
S01008668,2014,Count,Hectares,2.441
S01008669,2014,Count,Hectares,2.437
S01008670,2014,Count,Hectares,5.232
S01008671,2014,Count,Hectares,2.747
S01008672,2014,Count,Hectares,3.148
S01008673,2014,Count,Hectares,29.599
S01008674,2014,Count,Hectares,9.772
S01008675,2014,Count,Hectares,20.059
S01008676,2014,Count,Hectares,29.476
S01008677,2014,Count,Hectares,43.891
S01008678,2014,Count,Hectares,11.7
S01008679,2014,Count,Hectares,10.213
S01008680,2014,Count,Hectares,5.129
S01008681,2014,Count,Hectares,5.949
S01008682,2014,Count,Hectares,8.04
S01008683,2014,Count,Hectares,9.026
S01008684,2014,Count,Hectares,236.028
S01008685,2014,Count,Hectares,17.121
S01008686,2014,Count,Hectares,36.987
S01008687,2014,Count,Hectares,2.732
S01008688,2014,Count,Hectares,6.445
S01008689,2014,Count,Hectares,4.027
S01008690,2014,Count,Hectares,12.031
S01008691,2014,Count,Hectares,21.106
S01008692,2014,Count,Hectares,17.566
S01008693,2014,Count,Hectares,9.213
S01008694,2014,Count,Hectares,4.591
S01008695,2014,Count,Hectares,6.871
S01008696,2014,Count,Hectares,5.276
S01008697,2014,Count,Hectares,41.36
S01008698,2014,Count,Hectares,11.805
S01008699,2014,Count,Hectares,10.495
S01008700,2014,Count,Hectares,127.864
S01008701,2014,Count,Hectares,35.529
S01008702,2014,Count,Hectares,25.382
S01008704,2014,Count,Hectares,407.68
S01008705,2014,Count,Hectares,9.188
S01008709,2014,Count,Hectares,9.316
S01008710,2014,Count,Hectares,7.513
S01008712,2014,Count,Hectares,32.809
S01008713,2014,Count,Hectares,6.941
S01008714,2014,Count,Hectares,10.394
S01008715,2014,Count,Hectares,26.494
S01008716,2014,Count,Hectares,9.163
S01008717,2014,Count,Hectares,17.097
S01008718,2014,Count,Hectares,13.461
S01008719,2014,Count,Hectares,17.761
S01008720,2014,Count,Hectares,115.821
S01008721,2014,Count,Hectares,82.72
S01008722,2014,Count,Hectares,36.657
S01008723,2014,Count,Hectares,19.222
S01008724,2014,Count,Hectares,23.19
S01008725,2014,Count,Hectares,12.113
S01008726,2014,Count,Hectares,11.236
S01008727,2014,Count,Hectares,15.739
S01008728,2014,Count,Hectares,5.691
S01008729,2014,Count,Hectares,13.492
S01008730,2014,Count,Hectares,9.305
S01008731,2014,Count,Hectares,6.092
S01008732,2014,Count,Hectares,5.456
S01008733,2014,Count,Hectares,55.435
S01008734,2014,Count,Hectares,63.034
S01008735,2014,Count,Hectares,22.349
S01008736,2014,Count,Hectares,22.795
S01008737,2014,Count,Hectares,21.306
S01008738,2014,Count,Hectares,18.044
S01008739,2014,Count,Hectares,7.003
S01008740,2014,Count,Hectares,15.615
S01008741,2014,Count,Hectares,13.344
S01008742,2014,Count,Hectares,19.304
S01008743,2014,Count,Hectares,12.261
S01008744,2014,Count,Hectares,15.274
S01008745,2014,Count,Hectares,6.24
S01008746,2014,Count,Hectares,9.967
S01008747,2014,Count,Hectares,18.372
S01008748,2014,Count,Hectares,14.826
S01008749,2014,Count,Hectares,69.559
S01008750,2014,Count,Hectares,15.862
S01008751,2014,Count,Hectares,10.773
S01008752,2014,Count,Hectares,10.778
S01008753,2014,Count,Hectares,5.45
S01008754,2014,Count,Hectares,6.159
S01008755,2014,Count,Hectares,7.549
S01008756,2014,Count,Hectares,9.211
S01008757,2014,Count,Hectares,7.287
S01008758,2014,Count,Hectares,12.452
S01008759,2014,Count,Hectares,9.517
S01008760,2014,Count,Hectares,8.429
S01008761,2014,Count,Hectares,6.133
S01008762,2014,Count,Hectares,6.206
S01008763,2014,Count,Hectares,5.799
S01008764,2014,Count,Hectares,6.071
S01008765,2014,Count,Hectares,5.55
S01008766,2014,Count,Hectares,15.555
S01008767,2014,Count,Hectares,5.9
S01008768,2014,Count,Hectares,220.803
S01008769,2014,Count,Hectares,54.605
S01008770,2014,Count,Hectares,36.771
S01008771,2014,Count,Hectares,13.648
S01008772,2014,Count,Hectares,7.951
S01008773,2014,Count,Hectares,11.197
S01008774,2014,Count,Hectares,10.146
S01008775,2014,Count,Hectares,5.782
S01008776,2014,Count,Hectares,5.429
S01008777,2014,Count,Hectares,7.414
S01008778,2014,Count,Hectares,12.757
S01008779,2014,Count,Hectares,5.611
S01008780,2014,Count,Hectares,5.276
S01008781,2014,Count,Hectares,7.233
S01008782,2014,Count,Hectares,6.644
S01008783,2014,Count,Hectares,2.088
S01008784,2014,Count,Hectares,2.39
S01008785,2014,Count,Hectares,7.125
S01008786,2014,Count,Hectares,5.674
S01008788,2014,Count,Hectares,4.826
S01008789,2014,Count,Hectares,12.148
S01008790,2014,Count,Hectares,5.514
S01008791,2014,Count,Hectares,10.08
S01008792,2014,Count,Hectares,21.958
S01008793,2014,Count,Hectares,4.383
S01008794,2014,Count,Hectares,12.306
S01008795,2014,Count,Hectares,4.549
S01008796,2014,Count,Hectares,7.068
S01008797,2014,Count,Hectares,4.044
S01008798,2014,Count,Hectares,8.686
S01008799,2014,Count,Hectares,7.259
S01008800,2014,Count,Hectares,10.269
S01008801,2014,Count,Hectares,4.684
S01008802,2014,Count,Hectares,4.137
S01008803,2014,Count,Hectares,4.625
S01008804,2014,Count,Hectares,3.341
S01008805,2014,Count,Hectares,3.086
S01008806,2014,Count,Hectares,6.646
S01008807,2014,Count,Hectares,4.251
S01008808,2014,Count,Hectares,5.618
S01008809,2014,Count,Hectares,34.35
S01008810,2014,Count,Hectares,3.164
S01008811,2014,Count,Hectares,5.093
S01008812,2014,Count,Hectares,2.331
S01008813,2014,Count,Hectares,6.724
S01008814,2014,Count,Hectares,5.992
S01008815,2014,Count,Hectares,6.434
S01008816,2014,Count,Hectares,11.013
S01008817,2014,Count,Hectares,13.651
S01008818,2014,Count,Hectares,11.98
S01008819,2014,Count,Hectares,8.475
S01008820,2014,Count,Hectares,6.711
S01008821,2014,Count,Hectares,5.746
S01008822,2014,Count,Hectares,10.634
S01008823,2014,Count,Hectares,22.938
S01008824,2014,Count,Hectares,12.695
S01008825,2014,Count,Hectares,9.152
S01008826,2014,Count,Hectares,10.055
S01008827,2014,Count,Hectares,17.514
S01008828,2014,Count,Hectares,24.211
S01008829,2014,Count,Hectares,14.091
S01008830,2014,Count,Hectares,12.006
S01008831,2014,Count,Hectares,16.53
S01008832,2014,Count,Hectares,78.557
S01008833,2014,Count,Hectares,15.08
S01008834,2014,Count,Hectares,47.161
S01008835,2014,Count,Hectares,36.846
S01008836,2014,Count,Hectares,18.508
S01008837,2014,Count,Hectares,8.98
S01008838,2014,Count,Hectares,16.946
S01008839,2014,Count,Hectares,7.653
S01008840,2014,Count,Hectares,6.587
S01008841,2014,Count,Hectares,8.317
S01008842,2014,Count,Hectares,9.502
S01008843,2014,Count,Hectares,9.297
S01008844,2014,Count,Hectares,3.508
S01008845,2014,Count,Hectares,11.406
S01008846,2014,Count,Hectares,8.799
S01008847,2014,Count,Hectares,4.926
S01008848,2014,Count,Hectares,5.165
S01008849,2014,Count,Hectares,20.246
S01008850,2014,Count,Hectares,7.192
S01008851,2014,Count,Hectares,7.907
S01008852,2014,Count,Hectares,15.726
S01008853,2014,Count,Hectares,5.783
S01008854,2014,Count,Hectares,5.128
S01008855,2014,Count,Hectares,12.159
S01008856,2014,Count,Hectares,3.399
S01008857,2014,Count,Hectares,10.868
S01008858,2014,Count,Hectares,6.469
S01008859,2014,Count,Hectares,6.94
S01008860,2014,Count,Hectares,7.226
S01008861,2014,Count,Hectares,12.27
S01008862,2014,Count,Hectares,5.699
S01008863,2014,Count,Hectares,12.506
S01008864,2014,Count,Hectares,47.353
S01008865,2014,Count,Hectares,9.053
S01008866,2014,Count,Hectares,5.075
S01008867,2014,Count,Hectares,11.033
S01008868,2014,Count,Hectares,28.407
S01008869,2014,Count,Hectares,17.62
S01008870,2014,Count,Hectares,23.38
S01008871,2014,Count,Hectares,15.162
S01008872,2014,Count,Hectares,12.283
S01008873,2014,Count,Hectares,39.091
S01008874,2014,Count,Hectares,13.447
S01008875,2014,Count,Hectares,12.679
S01008876,2014,Count,Hectares,36.197
S01008877,2014,Count,Hectares,6.803
S01008878,2014,Count,Hectares,19.567
S01008879,2014,Count,Hectares,56.39
S01008880,2014,Count,Hectares,11.428
S01008881,2014,Count,Hectares,39.773
S01008882,2014,Count,Hectares,21.443
S01008883,2014,Count,Hectares,35.459
S01008884,2014,Count,Hectares,24.313
S01008885,2014,Count,Hectares,29.824
S01008886,2014,Count,Hectares,16.76
S01008887,2014,Count,Hectares,31.156
S01008888,2014,Count,Hectares,6.919
S01008889,2014,Count,Hectares,13.456
S01008890,2014,Count,Hectares,32.183
S01008891,2014,Count,Hectares,26.366
S01008892,2014,Count,Hectares,19.069
S01008893,2014,Count,Hectares,21.195
S01008894,2014,Count,Hectares,94.157
S01008895,2014,Count,Hectares,22.074
S01008896,2014,Count,Hectares,12.605
S01008897,2014,Count,Hectares,18.277
S01008898,2014,Count,Hectares,26.741
S01008899,2014,Count,Hectares,12.766
S01008900,2014,Count,Hectares,18.133
S01008901,2014,Count,Hectares,14.41
S01008902,2014,Count,Hectares,21.151
S01008903,2014,Count,Hectares,16.393
S01008904,2014,Count,Hectares,12.174
S01008905,2014,Count,Hectares,10.728
S01008906,2014,Count,Hectares,12.125
S01008907,2014,Count,Hectares,11.239
S01008908,2014,Count,Hectares,16.149
S01008909,2014,Count,Hectares,9.723
S01008910,2014,Count,Hectares,5.538
S01008911,2014,Count,Hectares,22.737
S01008912,2014,Count,Hectares,10.445
S01008913,2014,Count,Hectares,9.729
S01008914,2014,Count,Hectares,15.119
S01008915,2014,Count,Hectares,8.759
S01008916,2014,Count,Hectares,15.597
S01008917,2014,Count,Hectares,9.959
S01008920,2014,Count,Hectares,54.237
S01008921,2014,Count,Hectares,19.193
S01008922,2014,Count,Hectares,10.604
S01008923,2014,Count,Hectares,8.522
S01008925,2014,Count,Hectares,9.029
S01008926,2014,Count,Hectares,6.631
S01008927,2014,Count,Hectares,3.491
S01008928,2014,Count,Hectares,188.695
S01008932,2014,Count,Hectares,6.595
S01008933,2014,Count,Hectares,6.208
S01008934,2014,Count,Hectares,9.968
S01008935,2014,Count,Hectares,14.48
S01008936,2014,Count,Hectares,15.278
S01008937,2014,Count,Hectares,17.34
S01008938,2014,Count,Hectares,15.145
S01008939,2014,Count,Hectares,110.753
S01008940,2014,Count,Hectares,125.494
S01008941,2014,Count,Hectares,55.705
S01008942,2014,Count,Hectares,19.699
S01008943,2014,Count,Hectares,36.47
S01008944,2014,Count,Hectares,76.057
S01008945,2014,Count,Hectares,24.112
S01008946,2014,Count,Hectares,32.378
S01008947,2014,Count,Hectares,28.545
S01008948,2014,Count,Hectares,19.336
S01008949,2014,Count,Hectares,20.429
S01008950,2014,Count,Hectares,37.228
S01008951,2014,Count,Hectares,11.759
S01008952,2014,Count,Hectares,10.538
S01008953,2014,Count,Hectares,13.715
S01008954,2014,Count,Hectares,22.136
S01008955,2014,Count,Hectares,16.122
S01008956,2014,Count,Hectares,15.356
S01008957,2014,Count,Hectares,12.445
S01008958,2014,Count,Hectares,12.381
S01008959,2014,Count,Hectares,14.084
S01008960,2014,Count,Hectares,27.296
S01008961,2014,Count,Hectares,13.727
S01008962,2014,Count,Hectares,10.999
S01008963,2014,Count,Hectares,18.629
S01008964,2014,Count,Hectares,15.582
S01008965,2014,Count,Hectares,20.729
S01008966,2014,Count,Hectares,13.156
S01008967,2014,Count,Hectares,27.467
S01008968,2014,Count,Hectares,27.522
S01008969,2014,Count,Hectares,53.963
S01008970,2014,Count,Hectares,22.863
S01008971,2014,Count,Hectares,13.02
S01008972,2014,Count,Hectares,16.806
S01008973,2014,Count,Hectares,127.715
S01008974,2014,Count,Hectares,14.884
S01008975,2014,Count,Hectares,17.497
S01008976,2014,Count,Hectares,11.176
S01008977,2014,Count,Hectares,18.317
S01008978,2014,Count,Hectares,7.233
S01008979,2014,Count,Hectares,7.449
S01008980,2014,Count,Hectares,14.474
S01008981,2014,Count,Hectares,13.815
S01008982,2014,Count,Hectares,9.984
S01008983,2014,Count,Hectares,8.957
S01008984,2014,Count,Hectares,6.107
S01008985,2014,Count,Hectares,32.257
S01008986,2014,Count,Hectares,11.223
S01008987,2014,Count,Hectares,13.967
S01008988,2014,Count,Hectares,41.433
S01008989,2014,Count,Hectares,7.293
S01008990,2014,Count,Hectares,55.479
S01008991,2014,Count,Hectares,15.014
S01008992,2014,Count,Hectares,218.897
S01008993,2014,Count,Hectares,1805.197
S01008994,2014,Count,Hectares,13.821
S01008995,2014,Count,Hectares,41.257
S01008996,2014,Count,Hectares,552.595
S01008997,2014,Count,Hectares,1240.287
S01008998,2014,Count,Hectares,19.735
S01008999,2014,Count,Hectares,22.703
S01009000,2014,Count,Hectares,586.881
S01009001,2014,Count,Hectares,17.118
S01009002,2014,Count,Hectares,2206.004
S01009003,2014,Count,Hectares,86.335
S01009004,2014,Count,Hectares,11.11
S01009005,2014,Count,Hectares,22.606
S01009006,2014,Count,Hectares,17.996
S01009007,2014,Count,Hectares,9.16
S01009008,2014,Count,Hectares,35.713
S01009009,2014,Count,Hectares,21.039
S01009010,2014,Count,Hectares,20.571
S01009011,2014,Count,Hectares,15.323
S01009012,2014,Count,Hectares,11.925
S01009013,2014,Count,Hectares,75.94
S01009014,2014,Count,Hectares,3363.474
S01009015,2014,Count,Hectares,5835.433
S01009020,2014,Count,Hectares,2534.192
S01009021,2014,Count,Hectares,16572.97
S01009022,2014,Count,Hectares,19179.085
S01009023,2014,Count,Hectares,22671.01
S01009024,2014,Count,Hectares,25935.209
S01009025,2014,Count,Hectares,42546.531
S01009026,2014,Count,Hectares,6614.98
S01009027,2014,Count,Hectares,48445.131
S01009028,2014,Count,Hectares,5332.565
S01009029,2014,Count,Hectares,7266.519
S01009031,2014,Count,Hectares,7805.465
S01009032,2014,Count,Hectares,15383.478
S01009033,2014,Count,Hectares,1288.076
S01009034,2014,Count,Hectares,6416.09
S01009035,2014,Count,Hectares,457.216
S01009036,2014,Count,Hectares,13847.664
S01009037,2014,Count,Hectares,705.0
S01009038,2014,Count,Hectares,550.185
S01009039,2014,Count,Hectares,21.837
S01009040,2014,Count,Hectares,20.264
S01009041,2014,Count,Hectares,61.017
S01009042,2014,Count,Hectares,65.955
S01009043,2014,Count,Hectares,24.94
S01009044,2014,Count,Hectares,23.413
S01009045,2014,Count,Hectares,212.117
S01009046,2014,Count,Hectares,818.334
S01009047,2014,Count,Hectares,1252.089
S01009048,2014,Count,Hectares,1142.842
S01009049,2014,Count,Hectares,1069.97
S01009050,2014,Count,Hectares,1462.807
S01009051,2014,Count,Hectares,12.242
S01009052,2014,Count,Hectares,24.128
S01009054,2014,Count,Hectares,10.267
S01009055,2014,Count,Hectares,2127.222
S01009056,2014,Count,Hectares,11.715
S01009058,2014,Count,Hectares,42.793
S01009059,2014,Count,Hectares,31.369
S01009060,2014,Count,Hectares,458.933
S01009061,2014,Count,Hectares,15.98
S01009062,2014,Count,Hectares,12.698
S01009063,2014,Count,Hectares,19.311
S01009064,2014,Count,Hectares,9.698
S01009065,2014,Count,Hectares,24.568
S01009066,2014,Count,Hectares,11.725
S01009067,2014,Count,Hectares,24.63
S01009068,2014,Count,Hectares,21.151
S01009069,2014,Count,Hectares,17.308
S01009070,2014,Count,Hectares,16.061
S01009072,2014,Count,Hectares,30.596
S01009073,2014,Count,Hectares,38.445
S01009074,2014,Count,Hectares,12.446
S01009075,2014,Count,Hectares,425.947
S01009076,2014,Count,Hectares,21.055
S01009077,2014,Count,Hectares,12.555
S01009078,2014,Count,Hectares,12.446
S01009079,2014,Count,Hectares,41.42
S01009080,2014,Count,Hectares,22.298
S01009081,2014,Count,Hectares,16.339
S01009082,2014,Count,Hectares,30.34
S01009083,2014,Count,Hectares,34.668
S01009084,2014,Count,Hectares,1747.974
S01009085,2014,Count,Hectares,13.442
S01009086,2014,Count,Hectares,15.784
S01009087,2014,Count,Hectares,12.38
S01009088,2014,Count,Hectares,800.99
S01009089,2014,Count,Hectares,19.55
S01009090,2014,Count,Hectares,48.715
S01009091,2014,Count,Hectares,9.815
S01009092,2014,Count,Hectares,30.736
S01009093,2014,Count,Hectares,33.776
S01009094,2014,Count,Hectares,18.063
S01009095,2014,Count,Hectares,105.381
S01009096,2014,Count,Hectares,18.103
S01009097,2014,Count,Hectares,21.69
S01009098,2014,Count,Hectares,25.016
S01009099,2014,Count,Hectares,57.997
S01009100,2014,Count,Hectares,19.645
S01009101,2014,Count,Hectares,18.057
S01009102,2014,Count,Hectares,13.309
S01009103,2014,Count,Hectares,12.894
S01009104,2014,Count,Hectares,14.178
S01009105,2014,Count,Hectares,14.596
S01009106,2014,Count,Hectares,10.327
S01009107,2014,Count,Hectares,60.202
S01009108,2014,Count,Hectares,20.299
S01009109,2014,Count,Hectares,17.459
S01009110,2014,Count,Hectares,13.906
S01009111,2014,Count,Hectares,18.665
S01009112,2014,Count,Hectares,28.182
S01009113,2014,Count,Hectares,23.223
S01009114,2014,Count,Hectares,15.402
S01009115,2014,Count,Hectares,26.663
S01009116,2014,Count,Hectares,12.184
S01009117,2014,Count,Hectares,28.057
S01009118,2014,Count,Hectares,11.025
S01009120,2014,Count,Hectares,13.573
S01009121,2014,Count,Hectares,138.953
S01009122,2014,Count,Hectares,3521.558
S01009123,2014,Count,Hectares,16.487
S01009124,2014,Count,Hectares,16.337
S01009125,2014,Count,Hectares,17.556
S01009128,2014,Count,Hectares,12.346
S01009130,2014,Count,Hectares,11.348
S01009131,2014,Count,Hectares,26.868
S01009132,2014,Count,Hectares,15.73
S01009133,2014,Count,Hectares,55.918
S01009134,2014,Count,Hectares,16.146
S01009135,2014,Count,Hectares,14.368
S01009136,2014,Count,Hectares,12.993
S01009137,2014,Count,Hectares,13.888
S01009138,2014,Count,Hectares,34.961
S01009139,2014,Count,Hectares,5.633
S01009140,2014,Count,Hectares,28.409
S01009141,2014,Count,Hectares,14.502
S01009142,2014,Count,Hectares,21.176
S01009143,2014,Count,Hectares,9.28
S01009144,2014,Count,Hectares,321.044
S01009145,2014,Count,Hectares,20.516
S01009146,2014,Count,Hectares,18.375
S01009147,2014,Count,Hectares,18.134
S01009148,2014,Count,Hectares,14.48
S01009149,2014,Count,Hectares,81.319
S01009150,2014,Count,Hectares,12.974
S01009151,2014,Count,Hectares,22.298
S01009152,2014,Count,Hectares,12.882
S01009153,2014,Count,Hectares,14.913
S01009154,2014,Count,Hectares,53.471
S01009155,2014,Count,Hectares,23.912
S01009156,2014,Count,Hectares,22.364
S01009157,2014,Count,Hectares,21.381
S01009158,2014,Count,Hectares,8.785
S01009160,2014,Count,Hectares,21.065
S01009161,2014,Count,Hectares,15.446
S01009162,2014,Count,Hectares,20.076
S01009163,2014,Count,Hectares,12.072
S01009165,2014,Count,Hectares,28.857
S01009166,2014,Count,Hectares,14.35
S01009167,2014,Count,Hectares,7.818
S01009168,2014,Count,Hectares,23.184
S01009169,2014,Count,Hectares,26.573
S01009170,2014,Count,Hectares,29.375
S01009171,2014,Count,Hectares,15.243
S01009172,2014,Count,Hectares,23.516
S01009173,2014,Count,Hectares,16.477
S01009174,2014,Count,Hectares,12.754
S01009175,2014,Count,Hectares,17.65
S01009176,2014,Count,Hectares,1670.454
S01009177,2014,Count,Hectares,13.34
S01009178,2014,Count,Hectares,10.397
S01009179,2014,Count,Hectares,9.296
S01009180,2014,Count,Hectares,33.995
S01009181,2014,Count,Hectares,1405.415
S01009182,2014,Count,Hectares,21.062
S01009183,2014,Count,Hectares,15.776
S01009184,2014,Count,Hectares,1190.914
S01009185,2014,Count,Hectares,1388.362
S01009186,2014,Count,Hectares,31.427
S01009187,2014,Count,Hectares,2019.05
S01009188,2014,Count,Hectares,1700.173
S01009190,2014,Count,Hectares,70.77
S01009191,2014,Count,Hectares,13.679
S01009192,2014,Count,Hectares,52.8
S01009193,2014,Count,Hectares,56.747
S01009194,2014,Count,Hectares,31.708
S01009195,2014,Count,Hectares,32.533
S01009196,2014,Count,Hectares,16.768
S01009197,2014,Count,Hectares,31.606
S01009198,2014,Count,Hectares,21.971
S01009199,2014,Count,Hectares,13.055
S01009200,2014,Count,Hectares,414.333
S01009201,2014,Count,Hectares,19.327
S01009202,2014,Count,Hectares,13.753
S01009203,2014,Count,Hectares,22.941
S01009204,2014,Count,Hectares,25.722
S01009205,2014,Count,Hectares,14.939
S01009206,2014,Count,Hectares,18.797
S01009207,2014,Count,Hectares,25.274
S01009208,2014,Count,Hectares,24.639
S01009209,2014,Count,Hectares,28.247
S01009210,2014,Count,Hectares,1372.724
S01009211,2014,Count,Hectares,52.006
S01009212,2014,Count,Hectares,17.961
S01009213,2014,Count,Hectares,33.364
S01009214,2014,Count,Hectares,22.892
S01009215,2014,Count,Hectares,19.439
S01009216,2014,Count,Hectares,28.757
S01009217,2014,Count,Hectares,22.533
S01009218,2014,Count,Hectares,23.726
S01009219,2014,Count,Hectares,12.473
S01009220,2014,Count,Hectares,18.132
S01009221,2014,Count,Hectares,9.192
S01009222,2014,Count,Hectares,6.103
S01009223,2014,Count,Hectares,14.101
S01009224,2014,Count,Hectares,11.779
S01009225,2014,Count,Hectares,9.858
S01009226,2014,Count,Hectares,138.351
S01009227,2014,Count,Hectares,11.631
S01009228,2014,Count,Hectares,8.934
S01009229,2014,Count,Hectares,19.892
S01009230,2014,Count,Hectares,7.243
S01009231,2014,Count,Hectares,22.967
S01009232,2014,Count,Hectares,7.333
S01009233,2014,Count,Hectares,9.728
S01009234,2014,Count,Hectares,11.283
S01009235,2014,Count,Hectares,74.636
S01009236,2014,Count,Hectares,11.162
S01009237,2014,Count,Hectares,29.005
S01009238,2014,Count,Hectares,13.02
S01009239,2014,Count,Hectares,21.269
S01009242,2014,Count,Hectares,30.978
S01009243,2014,Count,Hectares,14.197
S01009244,2014,Count,Hectares,1078.465
S01009245,2014,Count,Hectares,147.251
S01009246,2014,Count,Hectares,27.986
S01009247,2014,Count,Hectares,12.86
S01009248,2014,Count,Hectares,26.612
S01009249,2014,Count,Hectares,16.389
S01009250,2014,Count,Hectares,9.66
S01009251,2014,Count,Hectares,9.877
S01009253,2014,Count,Hectares,11.533
S01009254,2014,Count,Hectares,54.888
S01009255,2014,Count,Hectares,35.175
S01009256,2014,Count,Hectares,19.878
S01009257,2014,Count,Hectares,35.546
S01009258,2014,Count,Hectares,1055.93
S01009259,2014,Count,Hectares,53.034
S01009260,2014,Count,Hectares,78.054
S01009261,2014,Count,Hectares,22.318
S01009262,2014,Count,Hectares,7.481
S01009263,2014,Count,Hectares,34.775
S01009264,2014,Count,Hectares,2124.032
S01009265,2014,Count,Hectares,27.155
S01009266,2014,Count,Hectares,21.132
S01009267,2014,Count,Hectares,20.365
S01009268,2014,Count,Hectares,1388.646
S01009270,2014,Count,Hectares,30.21
S01009271,2014,Count,Hectares,21.604
S01009272,2014,Count,Hectares,17.389
S01009273,2014,Count,Hectares,22.387
S01009274,2014,Count,Hectares,20.244
S01009275,2014,Count,Hectares,4718.857
S01009276,2014,Count,Hectares,28.29
S01009277,2014,Count,Hectares,3171.21
S01009278,2014,Count,Hectares,15.473
S01009279,2014,Count,Hectares,1208.451
S01009280,2014,Count,Hectares,22.173
S01009281,2014,Count,Hectares,22.865
S01009282,2014,Count,Hectares,954.07
S01009283,2014,Count,Hectares,867.303
S01009284,2014,Count,Hectares,21.557
S01009285,2014,Count,Hectares,15.319
S01009286,2014,Count,Hectares,19.374
S01009287,2014,Count,Hectares,26.992
S01009288,2014,Count,Hectares,1234.761
S01009289,2014,Count,Hectares,651.839
S01009290,2014,Count,Hectares,23.218
S01009291,2014,Count,Hectares,16.432
S01009292,2014,Count,Hectares,8.611
S01009293,2014,Count,Hectares,17.464
S01009294,2014,Count,Hectares,25.08
S01009295,2014,Count,Hectares,14.319
S01009296,2014,Count,Hectares,19.442
S01009297,2014,Count,Hectares,46.706
S01009298,2014,Count,Hectares,21.077
S01009299,2014,Count,Hectares,49.373
S01009300,2014,Count,Hectares,17.531
