FeatureCode,DateCode,Measurement,Units,Value
S01011247,2014,Count,Hectares,31.381
S01011248,2014,Count,Hectares,16.537
S01011249,2014,Count,Hectares,17.582
S01011250,2014,Count,Hectares,19.742
S01011251,2014,Count,Hectares,21.198
S01011253,2014,Count,Hectares,13.287
S01011254,2014,Count,Hectares,15.23
S01011255,2014,Count,Hectares,12.231
S01011258,2014,Count,Hectares,43.857
S01011259,2014,Count,Hectares,20.19
S01011260,2014,Count,Hectares,21.387
S01011261,2014,Count,Hectares,13.449
S01011262,2014,Count,Hectares,11.398
S01011263,2014,Count,Hectares,24.668
S01011265,2014,Count,Hectares,14.742
S01011266,2014,Count,Hectares,18.816
S01011267,2014,Count,Hectares,13.228
S01011270,2014,Count,Hectares,23.513
S01011271,2014,Count,Hectares,17.141
S01011272,2014,Count,Hectares,15.568
S01011274,2014,Count,Hectares,17.363
S01011276,2014,Count,Hectares,34.001
S01011277,2014,Count,Hectares,11.606
S01011278,2014,Count,Hectares,8.242
S01011279,2014,Count,Hectares,21.388
S01011280,2014,Count,Hectares,14.506
S01011281,2014,Count,Hectares,20.095
S01011282,2014,Count,Hectares,18.411
S01011283,2014,Count,Hectares,13.395
S01011284,2014,Count,Hectares,8.994
S01011285,2014,Count,Hectares,10.435
S01011287,2014,Count,Hectares,18.142
S01011288,2014,Count,Hectares,44.709
S01011289,2014,Count,Hectares,16.284
S01011290,2014,Count,Hectares,31.615
S01011291,2014,Count,Hectares,34.763
S01011292,2014,Count,Hectares,75.757
S01011293,2014,Count,Hectares,17.879
S01011294,2014,Count,Hectares,29.384
S01011295,2014,Count,Hectares,47.551
S01011296,2014,Count,Hectares,13.272
S01011297,2014,Count,Hectares,17.691
S01011298,2014,Count,Hectares,10.828
S01011299,2014,Count,Hectares,3797.662
S01011300,2014,Count,Hectares,15.632
S01011301,2014,Count,Hectares,27.321
S01011302,2014,Count,Hectares,24.709
S01011303,2014,Count,Hectares,51.356
S01011304,2014,Count,Hectares,15.23
S01011305,2014,Count,Hectares,15.442
S01011306,2014,Count,Hectares,15.974
S01011307,2014,Count,Hectares,4152.72
S01011308,2014,Count,Hectares,3829.928
S01011309,2014,Count,Hectares,41.126
S01011310,2014,Count,Hectares,30.723
S01011311,2014,Count,Hectares,39.432
S01011312,2014,Count,Hectares,53.291
S01011313,2014,Count,Hectares,24.252
S01011314,2014,Count,Hectares,37.016
S01011315,2014,Count,Hectares,8.362
S01011316,2014,Count,Hectares,20.828
S01011317,2014,Count,Hectares,53.901
S01011318,2014,Count,Hectares,29.899
S01011319,2014,Count,Hectares,21.28
S01011320,2014,Count,Hectares,10.116
S01011321,2014,Count,Hectares,10.733
S01011322,2014,Count,Hectares,12.643
S01011323,2014,Count,Hectares,14.18
S01011324,2014,Count,Hectares,13.266
S01011325,2014,Count,Hectares,9.003
S01011326,2014,Count,Hectares,13.01
S01011327,2014,Count,Hectares,38.606
S01011328,2014,Count,Hectares,1391.102
S01011329,2014,Count,Hectares,27.704
S01011330,2014,Count,Hectares,25.365
S01011331,2014,Count,Hectares,26.93
S01011332,2014,Count,Hectares,43.855
S01011333,2014,Count,Hectares,35.681
S01011334,2014,Count,Hectares,14819.091
S01011335,2014,Count,Hectares,2236.854
S01011336,2014,Count,Hectares,18.861
S01011337,2014,Count,Hectares,47.411
S01011338,2014,Count,Hectares,16.932
S01011341,2014,Count,Hectares,30.394
S01011342,2014,Count,Hectares,43.579
S01011343,2014,Count,Hectares,25.258
S01011344,2014,Count,Hectares,15.854
S01011346,2014,Count,Hectares,12.024
S01011347,2014,Count,Hectares,104.271
S01011348,2014,Count,Hectares,155.312
S01011349,2014,Count,Hectares,17.549
S01011350,2014,Count,Hectares,27.149
S01011351,2014,Count,Hectares,17.03
S01011352,2014,Count,Hectares,17.63
S01011353,2014,Count,Hectares,13.85
S01011354,2014,Count,Hectares,28.155
S01011355,2014,Count,Hectares,35.146
S01011356,2014,Count,Hectares,4396.114
S01011357,2014,Count,Hectares,19.351
S01011358,2014,Count,Hectares,8.293
S01011359,2014,Count,Hectares,17.939
S01011362,2014,Count,Hectares,947.706
S01011363,2014,Count,Hectares,19.319
S01011364,2014,Count,Hectares,9.157
S01011365,2014,Count,Hectares,45.126
S01011366,2014,Count,Hectares,10.203
S01011367,2014,Count,Hectares,12.989
S01011368,2014,Count,Hectares,18.511
S01011369,2014,Count,Hectares,16.105
S01011370,2014,Count,Hectares,18.574
S01011373,2014,Count,Hectares,11.182
S01011374,2014,Count,Hectares,17.526
S01011375,2014,Count,Hectares,20.969
S01011377,2014,Count,Hectares,36.907
S01011378,2014,Count,Hectares,16.127
S01011379,2014,Count,Hectares,29.576
S01011380,2014,Count,Hectares,15.045
S01011381,2014,Count,Hectares,44.402
S01011382,2014,Count,Hectares,35.333
S01011385,2014,Count,Hectares,21.518
S01011387,2014,Count,Hectares,56.73
S01011388,2014,Count,Hectares,19.713
S01011389,2014,Count,Hectares,51.208
S01011390,2014,Count,Hectares,18.046
S01011392,2014,Count,Hectares,11.297
S01011393,2014,Count,Hectares,24.925
S01011395,2014,Count,Hectares,18.892
S01011396,2014,Count,Hectares,19.23
S01011397,2014,Count,Hectares,12.695
S01011398,2014,Count,Hectares,11.68
S01011399,2014,Count,Hectares,9.2
S01011400,2014,Count,Hectares,26.276
S01011401,2014,Count,Hectares,19.154
S01011402,2014,Count,Hectares,22.574
S01011404,2014,Count,Hectares,20.355
S01011405,2014,Count,Hectares,22.029
S01011406,2014,Count,Hectares,25.412
S01011407,2014,Count,Hectares,22.902
S01011408,2014,Count,Hectares,12.919
S01011409,2014,Count,Hectares,19.412
S01011410,2014,Count,Hectares,22.012
S01011411,2014,Count,Hectares,13.428
S01011412,2014,Count,Hectares,19.468
S01011413,2014,Count,Hectares,8.946
S01011414,2014,Count,Hectares,19.143
S01011415,2014,Count,Hectares,15.149
S01011417,2014,Count,Hectares,86.984
S01011418,2014,Count,Hectares,8.929
S01011421,2014,Count,Hectares,16.255
S01011422,2014,Count,Hectares,16.38
S01011423,2014,Count,Hectares,10.81
S01011424,2014,Count,Hectares,12.517
S01011426,2014,Count,Hectares,2284.577
S01011427,2014,Count,Hectares,27.37
S01011428,2014,Count,Hectares,15.096
S01011429,2014,Count,Hectares,2519.331
S01011430,2014,Count,Hectares,38.153
S01011431,2014,Count,Hectares,27.582
S01011432,2014,Count,Hectares,26.29
S01011433,2014,Count,Hectares,14.751
S01011435,2014,Count,Hectares,64.523
S01011436,2014,Count,Hectares,17.773
S01011437,2014,Count,Hectares,12.719
S01011439,2014,Count,Hectares,3480.431
S01011440,2014,Count,Hectares,16.282
S01011441,2014,Count,Hectares,25.676
S01011442,2014,Count,Hectares,16.363
S01011443,2014,Count,Hectares,14.84
S01011445,2014,Count,Hectares,13.065
S01011446,2014,Count,Hectares,4160.738
S01011447,2014,Count,Hectares,15.828
S01011448,2014,Count,Hectares,26.571
S01011449,2014,Count,Hectares,13.164
S01011450,2014,Count,Hectares,18.148
S01011451,2014,Count,Hectares,1117.158
S01011452,2014,Count,Hectares,134.285
S01011453,2014,Count,Hectares,19.316
S01011454,2014,Count,Hectares,16.747
S01011455,2014,Count,Hectares,15.682
S01011456,2014,Count,Hectares,20.409
S01011457,2014,Count,Hectares,19.973
S01011458,2014,Count,Hectares,31.742
S01011459,2014,Count,Hectares,28.377
S01011461,2014,Count,Hectares,15.787
S01011462,2014,Count,Hectares,28.535
S01011463,2014,Count,Hectares,56.756
S01011464,2014,Count,Hectares,20.427
S01011465,2014,Count,Hectares,10.63
S01011466,2014,Count,Hectares,20.964
S01011468,2014,Count,Hectares,12.019
S01011469,2014,Count,Hectares,14.4
S01011470,2014,Count,Hectares,21.476
S01011471,2014,Count,Hectares,67.658
S01011472,2014,Count,Hectares,16.994
S01011476,2014,Count,Hectares,10.816
S01011477,2014,Count,Hectares,40.107
S01011478,2014,Count,Hectares,41.083
S01011479,2014,Count,Hectares,33.935
S01011480,2014,Count,Hectares,27.277
S01011481,2014,Count,Hectares,19.468
S01011482,2014,Count,Hectares,20.447
S01011483,2014,Count,Hectares,8.246
S01011484,2014,Count,Hectares,31.238
S01011485,2014,Count,Hectares,12.881
S01011487,2014,Count,Hectares,32.588
S01011489,2014,Count,Hectares,12.891
S01011490,2014,Count,Hectares,432.208
S01011492,2014,Count,Hectares,29.377
S01011494,2014,Count,Hectares,13.601
S01011495,2014,Count,Hectares,16.831
S01011497,2014,Count,Hectares,53.811
S01011498,2014,Count,Hectares,13.525
S01011499,2014,Count,Hectares,17.074
S01011502,2014,Count,Hectares,12.435
S01011503,2014,Count,Hectares,10.249
S01011504,2014,Count,Hectares,386.571
S01011505,2014,Count,Hectares,20.733
S01011506,2014,Count,Hectares,20.627
S01011507,2014,Count,Hectares,87.126
S01011508,2014,Count,Hectares,26.381
S01011509,2014,Count,Hectares,20.391
S01011510,2014,Count,Hectares,19.62
S01011511,2014,Count,Hectares,13.32
S01011512,2014,Count,Hectares,10.896
S01011513,2014,Count,Hectares,14.905
S01011514,2014,Count,Hectares,16.987
S01011515,2014,Count,Hectares,9.729
S01011516,2014,Count,Hectares,16.311
S01011518,2014,Count,Hectares,25.938
S01011519,2014,Count,Hectares,11.205
S01011520,2014,Count,Hectares,9.15
S01011521,2014,Count,Hectares,19.252
S01011523,2014,Count,Hectares,25.505
S01011524,2014,Count,Hectares,21.819
S01011525,2014,Count,Hectares,194.552
S01011526,2014,Count,Hectares,22.811
S01011527,2014,Count,Hectares,15.471
S01011528,2014,Count,Hectares,15.772
S01011530,2014,Count,Hectares,25.489
S01011531,2014,Count,Hectares,75.15
S01011532,2014,Count,Hectares,283.477
S01011533,2014,Count,Hectares,13.184
S01011534,2014,Count,Hectares,24.525
S01011535,2014,Count,Hectares,58.791
S01011536,2014,Count,Hectares,12.299
S01011537,2014,Count,Hectares,8.889
S01011538,2014,Count,Hectares,26.751
S01011540,2014,Count,Hectares,22.471
S01011541,2014,Count,Hectares,28.762
S01011542,2014,Count,Hectares,267.705
S01011545,2014,Count,Hectares,21.812
S01011546,2014,Count,Hectares,10.996
S01011547,2014,Count,Hectares,10.072
S01011548,2014,Count,Hectares,18.056
S01011549,2014,Count,Hectares,18.338
S01011550,2014,Count,Hectares,21.137
S01011551,2014,Count,Hectares,74.377
S01011552,2014,Count,Hectares,360.989
S01011553,2014,Count,Hectares,16.964
S01011554,2014,Count,Hectares,41.728
S01011556,2014,Count,Hectares,17.594
S01011557,2014,Count,Hectares,13.131
S01011558,2014,Count,Hectares,13.388
S01011560,2014,Count,Hectares,18.197
S01011563,2014,Count,Hectares,9.241
S01011564,2014,Count,Hectares,16.543
S01011565,2014,Count,Hectares,11.58
S01011566,2014,Count,Hectares,49.736
S01011567,2014,Count,Hectares,20.068
S01011568,2014,Count,Hectares,18.363
S01011569,2014,Count,Hectares,15.879
S01011570,2014,Count,Hectares,12.755
S01011571,2014,Count,Hectares,12.997
S01011572,2014,Count,Hectares,19.419
S01011573,2014,Count,Hectares,24.53
S01011574,2014,Count,Hectares,9.573
S01011575,2014,Count,Hectares,8.311
S01011577,2014,Count,Hectares,12.041
S01011578,2014,Count,Hectares,23.365
S01011579,2014,Count,Hectares,23.453
S01011580,2014,Count,Hectares,30.611
S01011581,2014,Count,Hectares,21.366
S01011582,2014,Count,Hectares,23.154
S01011583,2014,Count,Hectares,7.483
S01011584,2014,Count,Hectares,7.981
S01011585,2014,Count,Hectares,17.003
S01011586,2014,Count,Hectares,14.393
S01011588,2014,Count,Hectares,14.123
S01011589,2014,Count,Hectares,18.994
S01011590,2014,Count,Hectares,27.42
S01011591,2014,Count,Hectares,10.164
S01011593,2014,Count,Hectares,17.849
S01011594,2014,Count,Hectares,27.227
S01011595,2014,Count,Hectares,10.627
S01011596,2014,Count,Hectares,26.936
S01011597,2014,Count,Hectares,23.659
S01011599,2014,Count,Hectares,17.047
S01011600,2014,Count,Hectares,56.945
S01011601,2014,Count,Hectares,49.516
S01011602,2014,Count,Hectares,100.328
S01011603,2014,Count,Hectares,12.516
S01011604,2014,Count,Hectares,12.06
S01011605,2014,Count,Hectares,15.687
S01011606,2014,Count,Hectares,70.095
S01011607,2014,Count,Hectares,9.668
S01011608,2014,Count,Hectares,18.402
S01011610,2014,Count,Hectares,21.104
S01011611,2014,Count,Hectares,34.001
S01011612,2014,Count,Hectares,10.005
S01011613,2014,Count,Hectares,202.265
S01011614,2014,Count,Hectares,12.024
S01011615,2014,Count,Hectares,13.045
S01011616,2014,Count,Hectares,8.083
S01011617,2014,Count,Hectares,16.016
S01011618,2014,Count,Hectares,20.399
S01011619,2014,Count,Hectares,18.575
S01011620,2014,Count,Hectares,17.627
S01011622,2014,Count,Hectares,16.958
S01011623,2014,Count,Hectares,14.789
S01011624,2014,Count,Hectares,49.063
S01011625,2014,Count,Hectares,7.944
S01011626,2014,Count,Hectares,13.189
S01011627,2014,Count,Hectares,23.478
S01011628,2014,Count,Hectares,30.123
S01011629,2014,Count,Hectares,12.741
S01011630,2014,Count,Hectares,42.076
S01011631,2014,Count,Hectares,8.965
S01011632,2014,Count,Hectares,9.931
S01011633,2014,Count,Hectares,12.841
S01011636,2014,Count,Hectares,30.402
S01011637,2014,Count,Hectares,12.308
S01011638,2014,Count,Hectares,14.626
S01011639,2014,Count,Hectares,7.798
S01011640,2014,Count,Hectares,9.228
S01011641,2014,Count,Hectares,38.119
S01011643,2014,Count,Hectares,41.725
S01011644,2014,Count,Hectares,13.675
S01011645,2014,Count,Hectares,11.468
S01011646,2014,Count,Hectares,17.992
S01011647,2014,Count,Hectares,19.184
S01011648,2014,Count,Hectares,18.321
S01011649,2014,Count,Hectares,18.979
S01011650,2014,Count,Hectares,22.951
S01011651,2014,Count,Hectares,17.08
S01011652,2014,Count,Hectares,33.78
S01011654,2014,Count,Hectares,31.945
S01011655,2014,Count,Hectares,12.36
S01011658,2014,Count,Hectares,9.386
S01011659,2014,Count,Hectares,23.258
S01011660,2014,Count,Hectares,20.055
S01011661,2014,Count,Hectares,16.558
S01011662,2014,Count,Hectares,11.279
S01011663,2014,Count,Hectares,11.056
S01011664,2014,Count,Hectares,16.076
S01011665,2014,Count,Hectares,13.139
S01011666,2014,Count,Hectares,31.698
S01011667,2014,Count,Hectares,32.395
S01011668,2014,Count,Hectares,32.082
S01011669,2014,Count,Hectares,23.537
S01011670,2014,Count,Hectares,8.854
S01011671,2014,Count,Hectares,18.565
S01011672,2014,Count,Hectares,13.479
S01011673,2014,Count,Hectares,11.693
S01011674,2014,Count,Hectares,40.837
S01011675,2014,Count,Hectares,26.587
S01011676,2014,Count,Hectares,10.144
S01011677,2014,Count,Hectares,13.747
S01011679,2014,Count,Hectares,14.691
S01011680,2014,Count,Hectares,27.763
S01011681,2014,Count,Hectares,14.567
S01011683,2014,Count,Hectares,2087.805
S01011684,2014,Count,Hectares,40.226
S01011685,2014,Count,Hectares,982.37
S01011686,2014,Count,Hectares,22.448
S01011687,2014,Count,Hectares,294.67
S01011688,2014,Count,Hectares,882.409
S01011689,2014,Count,Hectares,1126.655
S01011690,2014,Count,Hectares,37.912
S01011691,2014,Count,Hectares,19.064
S01011692,2014,Count,Hectares,20.379
S01011693,2014,Count,Hectares,20.335
S01011694,2014,Count,Hectares,10.819
S01011695,2014,Count,Hectares,1680.888
S01011696,2014,Count,Hectares,19.319
S01011697,2014,Count,Hectares,27.686
S01011698,2014,Count,Hectares,61.295
S01011699,2014,Count,Hectares,32.841
S01011700,2014,Count,Hectares,17.732
S01011701,2014,Count,Hectares,51.655
S01011702,2014,Count,Hectares,20.517
S01011703,2014,Count,Hectares,1206.033
S01011704,2014,Count,Hectares,33.679
S01011705,2014,Count,Hectares,27.356
S01011706,2014,Count,Hectares,42.872
S01011707,2014,Count,Hectares,18.257
S01011708,2014,Count,Hectares,21.796
S01011709,2014,Count,Hectares,81.044
S01011711,2014,Count,Hectares,8.252
S01011712,2014,Count,Hectares,10.162
S01011713,2014,Count,Hectares,18.483
S01011714,2014,Count,Hectares,7.552
S01011715,2014,Count,Hectares,9.537
S01011716,2014,Count,Hectares,16.359
S01011717,2014,Count,Hectares,14.434
S01011718,2014,Count,Hectares,237.533
S01011719,2014,Count,Hectares,122.16
S01011720,2014,Count,Hectares,21.645
S01011721,2014,Count,Hectares,12.997
S01011722,2014,Count,Hectares,27.084
S01011723,2014,Count,Hectares,24.555
S01011724,2014,Count,Hectares,11.162
S01011725,2014,Count,Hectares,11.814
S01011726,2014,Count,Hectares,21.948
S01011727,2014,Count,Hectares,147.337
S01011728,2014,Count,Hectares,39.443
S01011730,2014,Count,Hectares,23.531
S01011731,2014,Count,Hectares,11.039
S01011732,2014,Count,Hectares,23.291
S01011733,2014,Count,Hectares,13.128
S01011734,2014,Count,Hectares,29.972
S01011735,2014,Count,Hectares,23.544
S01011736,2014,Count,Hectares,10.565
S01011737,2014,Count,Hectares,14.75
S01011738,2014,Count,Hectares,1818.277
S01011739,2014,Count,Hectares,10.289
S01011740,2014,Count,Hectares,13.372
S01011742,2014,Count,Hectares,19.282
S01011743,2014,Count,Hectares,20.331
S01011744,2014,Count,Hectares,39.462
S01011745,2014,Count,Hectares,55.534
S01011747,2014,Count,Hectares,9.188
S01011748,2014,Count,Hectares,6.643
S01011749,2014,Count,Hectares,7.66
S01011750,2014,Count,Hectares,20.305
S01011751,2014,Count,Hectares,13.687
S01011752,2014,Count,Hectares,27.743
S01011753,2014,Count,Hectares,23.797
S01011754,2014,Count,Hectares,19.084
S01011755,2014,Count,Hectares,21.527
S01011756,2014,Count,Hectares,18.778
S01011757,2014,Count,Hectares,29.166
S01011758,2014,Count,Hectares,9.022
S01011759,2014,Count,Hectares,11.318
S01011760,2014,Count,Hectares,11.766
S01011761,2014,Count,Hectares,11.828
S01011762,2014,Count,Hectares,11.764
S01011763,2014,Count,Hectares,14.778
S01011764,2014,Count,Hectares,6.666
S01011765,2014,Count,Hectares,23.107
S01011766,2014,Count,Hectares,320.223
S01011767,2014,Count,Hectares,27.166
S01011768,2014,Count,Hectares,23.648
S01011769,2014,Count,Hectares,13.005
S01011770,2014,Count,Hectares,35.984
S01011771,2014,Count,Hectares,21.016
S01011772,2014,Count,Hectares,45.281
S01011773,2014,Count,Hectares,10.56
S01011774,2014,Count,Hectares,17.524
S01011775,2014,Count,Hectares,115.535
S01011776,2014,Count,Hectares,31.846
S01011777,2014,Count,Hectares,12.892
S01011778,2014,Count,Hectares,15.964
S01011779,2014,Count,Hectares,26.035
S01011780,2014,Count,Hectares,35.31
S01011781,2014,Count,Hectares,12.569
S01011782,2014,Count,Hectares,32.118
S01011783,2014,Count,Hectares,24.163
S01011784,2014,Count,Hectares,25.729
S01011785,2014,Count,Hectares,18.554
S01011786,2014,Count,Hectares,8.78
S01011787,2014,Count,Hectares,25.434
S01011788,2014,Count,Hectares,32.643
S01011789,2014,Count,Hectares,2136.354
S01011790,2014,Count,Hectares,61.128
S01011791,2014,Count,Hectares,12.793
S01011792,2014,Count,Hectares,35.305
S01011793,2014,Count,Hectares,1893.52
S01011794,2014,Count,Hectares,13.152
S01011795,2014,Count,Hectares,11.647
S01011796,2014,Count,Hectares,14.84
S01011797,2014,Count,Hectares,45.695
S01011798,2014,Count,Hectares,11.372
S01011799,2014,Count,Hectares,24.368
S01011800,2014,Count,Hectares,16.87
S01011801,2014,Count,Hectares,8.447
S01011802,2014,Count,Hectares,16.064
S01011803,2014,Count,Hectares,2103.098
S01011804,2014,Count,Hectares,21.545
S01011805,2014,Count,Hectares,25.257
S01011806,2014,Count,Hectares,1209.647
S01011807,2014,Count,Hectares,8404.184
S01011808,2014,Count,Hectares,1333.6
S01011809,2014,Count,Hectares,5059.465
S01011810,2014,Count,Hectares,6177.438
S01011811,2014,Count,Hectares,8696.637
S01011812,2014,Count,Hectares,5132.13
S01011813,2014,Count,Hectares,2590.972
S01011814,2014,Count,Hectares,4119.993
S01011815,2014,Count,Hectares,3289.416
S01011816,2014,Count,Hectares,782.529
S01011817,2014,Count,Hectares,2815.823
S01011818,2014,Count,Hectares,41.399
S01011819,2014,Count,Hectares,17.747
S01011820,2014,Count,Hectares,30.382
S01011821,2014,Count,Hectares,43.432
S01011822,2014,Count,Hectares,25.563
S01011823,2014,Count,Hectares,30.124
S01011824,2014,Count,Hectares,16.609
S01011825,2014,Count,Hectares,29.238
S01011826,2014,Count,Hectares,26.261
S01011827,2014,Count,Hectares,16196.007
S01011828,2014,Count,Hectares,5096.322
S01011829,2014,Count,Hectares,1050.861
S01011830,2014,Count,Hectares,8485.903
S01011831,2014,Count,Hectares,9381.588
S01011832,2014,Count,Hectares,8850.342
S01011833,2014,Count,Hectares,2410.27
S01011835,2014,Count,Hectares,2818.961
S01011836,2014,Count,Hectares,1763.764
S01011837,2014,Count,Hectares,2869.915
S01011838,2014,Count,Hectares,37.923
S01011839,2014,Count,Hectares,22.98
S01011840,2014,Count,Hectares,59.603
S01011841,2014,Count,Hectares,44.585
S01011842,2014,Count,Hectares,26.33
S01011843,2014,Count,Hectares,8943.151
S01011844,2014,Count,Hectares,999.463
S01011845,2014,Count,Hectares,322.48
S01011846,2014,Count,Hectares,3611.689
S01011847,2014,Count,Hectares,3206.011
S01011848,2014,Count,Hectares,7484.041
S01011849,2014,Count,Hectares,4605.023
S01011850,2014,Count,Hectares,6773.827
S01011851,2014,Count,Hectares,2035.348
S01011852,2014,Count,Hectares,38.426
S01011853,2014,Count,Hectares,37.452
S01011854,2014,Count,Hectares,43.023
S01011855,2014,Count,Hectares,26.849
S01011856,2014,Count,Hectares,38.628
S01011857,2014,Count,Hectares,4554.66
S01011858,2014,Count,Hectares,10143.154
S01011859,2014,Count,Hectares,1954.833
S01011860,2014,Count,Hectares,9847.16
S01011861,2014,Count,Hectares,17141.143
S01011862,2014,Count,Hectares,58.099
S01011863,2014,Count,Hectares,52.82
S01011864,2014,Count,Hectares,28.344
S01011865,2014,Count,Hectares,32.68
S01011866,2014,Count,Hectares,18.208
S01011867,2014,Count,Hectares,22.355
S01011868,2014,Count,Hectares,22.562
S01011869,2014,Count,Hectares,38.087
S01011870,2014,Count,Hectares,65.308
S01011871,2014,Count,Hectares,5842.494
S01011872,2014,Count,Hectares,7000.365
S01011873,2014,Count,Hectares,2864.606
S01011874,2014,Count,Hectares,69.451
S01011875,2014,Count,Hectares,84.346
S01011876,2014,Count,Hectares,6797.48
S01011877,2014,Count,Hectares,1221.644
S01011878,2014,Count,Hectares,3703.184
S01011879,2014,Count,Hectares,329.584
S01011880,2014,Count,Hectares,5036.53
S01011881,2014,Count,Hectares,44.281
S01011882,2014,Count,Hectares,24.596
S01011883,2014,Count,Hectares,2208.747
S01011884,2014,Count,Hectares,4535.737
S01011885,2014,Count,Hectares,637.027
S01011886,2014,Count,Hectares,120.025
S01011887,2014,Count,Hectares,11.517
S01011888,2014,Count,Hectares,21.987
S01011889,2014,Count,Hectares,23.574
S01011890,2014,Count,Hectares,22.802
S01011891,2014,Count,Hectares,106.178
S01011892,2014,Count,Hectares,13.976
S01011893,2014,Count,Hectares,45.799
S01011894,2014,Count,Hectares,28.286
S01011895,2014,Count,Hectares,22.829
S01011896,2014,Count,Hectares,17.912
S01011897,2014,Count,Hectares,27.673
S01011898,2014,Count,Hectares,30.991
S01011899,2014,Count,Hectares,40.535
S01011900,2014,Count,Hectares,28.486
S01011901,2014,Count,Hectares,36.582
S01011902,2014,Count,Hectares,46.5
S01011903,2014,Count,Hectares,29.478
S01011904,2014,Count,Hectares,20.227
S01011905,2014,Count,Hectares,24.506
S01011906,2014,Count,Hectares,12.408
S01011907,2014,Count,Hectares,14.263
S01011908,2014,Count,Hectares,41.638
S01011909,2014,Count,Hectares,54.26
S01011910,2014,Count,Hectares,11.045
S01011911,2014,Count,Hectares,13.652
S01011912,2014,Count,Hectares,11.928
S01011913,2014,Count,Hectares,16.277
S01011914,2014,Count,Hectares,13.746
S01011915,2014,Count,Hectares,12.637
S01011916,2014,Count,Hectares,9.991
S01011919,2014,Count,Hectares,29.66
S01011920,2014,Count,Hectares,10.674
S01011921,2014,Count,Hectares,12.269
S01011922,2014,Count,Hectares,9.606
S01011923,2014,Count,Hectares,43.097
S01011924,2014,Count,Hectares,5.916
S01011925,2014,Count,Hectares,148.548
S01011926,2014,Count,Hectares,35.965
S01011927,2014,Count,Hectares,6.912
S01011928,2014,Count,Hectares,865.657
S01011929,2014,Count,Hectares,22.661
S01011930,2014,Count,Hectares,11.191
S01011932,2014,Count,Hectares,9.49
S01011933,2014,Count,Hectares,17.166
S01011934,2014,Count,Hectares,31.315
S01011935,2014,Count,Hectares,26.295
S01011936,2014,Count,Hectares,49.724
S01011937,2014,Count,Hectares,8.545
S01011938,2014,Count,Hectares,38.57
S01011939,2014,Count,Hectares,6.866
S01011940,2014,Count,Hectares,5.374
S01011941,2014,Count,Hectares,9.866
S01011942,2014,Count,Hectares,14.509
S01011943,2014,Count,Hectares,15.279
S01011944,2014,Count,Hectares,307.948
S01011945,2014,Count,Hectares,71.424
S01011946,2014,Count,Hectares,36.089
S01011948,2014,Count,Hectares,56.831
S01011949,2014,Count,Hectares,41.07
S01011950,2014,Count,Hectares,22.225
S01011951,2014,Count,Hectares,26.621
S01011952,2014,Count,Hectares,15.326
S01011953,2014,Count,Hectares,905.55
S01011954,2014,Count,Hectares,12.461
S01011955,2014,Count,Hectares,28.565
S01011956,2014,Count,Hectares,457.587
S01011957,2014,Count,Hectares,2337.038
S01011958,2014,Count,Hectares,5469.407
S01011959,2014,Count,Hectares,3758.857
S01011960,2014,Count,Hectares,2036.647
S01011961,2014,Count,Hectares,28.722
S01011962,2014,Count,Hectares,1762.791
S01011963,2014,Count,Hectares,18.912
S01011964,2014,Count,Hectares,1193.266
S01011965,2014,Count,Hectares,43.088
S01011966,2014,Count,Hectares,1034.04
S01011967,2014,Count,Hectares,4233.199
S01011968,2014,Count,Hectares,34.542
S01011969,2014,Count,Hectares,365.746
S01011970,2014,Count,Hectares,12.901
S01011971,2014,Count,Hectares,228.075
S01011972,2014,Count,Hectares,7924.637
S01011973,2014,Count,Hectares,1642.653
S01011974,2014,Count,Hectares,1565.319
S01011975,2014,Count,Hectares,1342.213
S01011976,2014,Count,Hectares,33.441
S01011977,2014,Count,Hectares,6478.449
S01011978,2014,Count,Hectares,20.127
S01011979,2014,Count,Hectares,3233.214
S01011980,2014,Count,Hectares,3524.24
S01011981,2014,Count,Hectares,70145.879
S01011982,2014,Count,Hectares,20017.364
S01011983,2014,Count,Hectares,9139.412
S01011984,2014,Count,Hectares,55.859
S01011985,2014,Count,Hectares,68.59
S01011986,2014,Count,Hectares,22.83
S01011987,2014,Count,Hectares,31.184
S01011988,2014,Count,Hectares,44.758
S01011989,2014,Count,Hectares,33.163
S01011990,2014,Count,Hectares,49.776
S01011991,2014,Count,Hectares,21.145
S01011992,2014,Count,Hectares,45.409
S01011993,2014,Count,Hectares,16.235
S01011994,2014,Count,Hectares,75.068
S01011995,2014,Count,Hectares,6191.857
S01011996,2014,Count,Hectares,83.437
S01011997,2014,Count,Hectares,48.256
S01011998,2014,Count,Hectares,114.772
S01011999,2014,Count,Hectares,3163.583
S01012000,2014,Count,Hectares,21.493
S01012001,2014,Count,Hectares,26.147
S01012002,2014,Count,Hectares,21.987
S01012003,2014,Count,Hectares,52.827
S01012004,2014,Count,Hectares,436.829
S01012005,2014,Count,Hectares,32.451
S01012006,2014,Count,Hectares,11596.862
S01012007,2014,Count,Hectares,1889.573
S01012008,2014,Count,Hectares,13498.238
S01012009,2014,Count,Hectares,8215.767
S01012010,2014,Count,Hectares,116.206
S01012011,2014,Count,Hectares,65.045
S01012012,2014,Count,Hectares,1806.293
S01012013,2014,Count,Hectares,15381.777
S01012014,2014,Count,Hectares,60.232
S01012015,2014,Count,Hectares,2854.476
