"LSOA11CD","LSOA11NM","RUC11CD","RUC11","FID","Mid-2017 population","Area Sq Km","People per Sq Km","LSOA Name (Eng)","LSOA Name -  
ONS classification","Local Authority Name (Eng)","WIMD 2014 Overall Rank(r)","WIMD 2014 Overall Decile","WIMD 2014 Overall Quintile","WIMD 2014 Overall Quartile"
"W01001439","Blaenau Gwent 004B","C1","Urban city and town",34395,"1724","0.88650000000000007","1944.7264523406654","Badminton 2","Blaenau Gwent 004B","Blaenau Gwent",978,6,3,3
"W01001440","Blaenau Gwent 001A","C1","Urban city and town",34396,"1347","1.2","1122.5","Beaufort 1","Blaenau Gwent 001A","Blaenau Gwent",577,4,2,2
"W01001441","Blaenau Gwent 001B","C1","Urban city and town",34397,"1269","1.5331999999999999","827.68066788416388","Beaufort 2","Blaenau Gwent 001B","Blaenau Gwent",134,1,1,1
"W01001442","Blaenau Gwent 001C","C1","Urban city and town",34398,"1211","0.7056","1716.2698412698412","Beaufort 3","Blaenau Gwent 001C","Blaenau Gwent",1257,7,4,3
"W01001443","Blaenau Gwent 005A","C1","Urban city and town",34399,"1363","1.2875000000000001","1058.6407766990289","Blaina 1","Blaenau Gwent 005A","Blaenau Gwent",308,2,1,1
"W01001444","Blaenau Gwent 005B","C1","Urban city and town",34400,"1963","3.3610000000000002","584.05236536745008","Blaina 2","Blaenau Gwent 005B","Blaenau Gwent",480,3,2,2
"W01001704","Cardiff 041A","C1","Urban city and town",34401,"1736","0.31030000000000002","5594.5858846277788","Caerau (Cardiff) 3","Cardiff 041A","Cardiff",40,1,1,1
"W01001705","Cardiff 045C","C1","Urban city and town",34402,"1894","0.58090000000000008","3260.4579101394384","Caerau (Cardiff) 4","Cardiff 045C","Cardiff",286,2,1,1
"W01001706","Cardiff 041B","C1","Urban city and town",34403,"1315","0.58360000000000001","2253.2556545579164","Caerau (Cardiff) 5","Cardiff 041B","Cardiff",510,3,2,2
"W01001707","Cardiff 041C","C1","Urban city and town",34404,"2157","0.62790000000000001","3435.2603917821307","Caerau (Cardiff) 6","Cardiff 041C","Cardiff",120,1,1,1
"W01001708","Cardiff 045D","C1","Urban city and town",34405,"1713","0.30920000000000003","5540.103492884864","Caerau (Cardiff) 7","Cardiff 045D","Cardiff",63,1,1,1
"W01001809","Cardiff 017A","C1","Urban city and town",34406,"1309","0.18739999999999998","6985.058697972252","Pentwyn 1","Cardiff 017A","Cardiff",1082,6,3,3
"W01001709","Cardiff 040A","C1","Urban city and town",34407,"2014","0.61380000000000001","3281.1990876507007","Canton 1","Cardiff 040A","Cardiff",716,4,2,2
"W01001710","Cardiff 040B","C1","Urban city and town",34408,"1814","0.15759999999999999","11510.152284263961","Canton 2","Cardiff 040B","Cardiff",878,5,3,2
"W01001711","Cardiff 040C","C1","Urban city and town",34409,"1861","1.1027","1687.6757050875124","Canton 3","Cardiff 040C","Cardiff",384,3,2,1
"W01001810","Cardiff 017B","C1","Urban city and town",34410,"1708","0.27760000000000001","6152.7377521613826","Pentwyn 2","Cardiff 017B","Cardiff",251,2,1,1
"W01001650","Newport 004E","D1","Rural town and fringe",34411,"1478","0.98450000000000004","1501.2696800406297","Llanwern 2","Newport 004E","Newport",629,4,2,2
"W01001712","Cardiff 040D","C1","Urban city and town",34412,"1479","0.17300000000000001","8549.1329479768774","Canton 4","Cardiff 040D","Cardiff",1102,6,3,3
"W01001811","Cardiff 009A","C1","Urban city and town",34413,"1581","1.1565000000000001","1367.0557717250324","Pentwyn 3","Cardiff 009A","Cardiff",73,1,1,1
"W01001713","Cardiff 040E","C1","Urban city and town",34414,"1696","0.1424","11910.112359550561","Canton 5","Cardiff 040E","Cardiff",705,4,2,2
"W01001651","Newport 002A","C1","Urban city and town",34415,"1441","0.38569999999999999","3736.0642986777289","Malpas 1","Newport 002A","Newport",1827,10,5,4
"W01001812","Cardiff 017C","C1","Urban city and town",34416,"1295","0.1971","6570.268899036022","Pentwyn 4","Cardiff 017C","Cardiff",552,3,2,2
"W01001714","Cardiff 035A","C1","Urban city and town",34417,"1565","0.32669999999999999","4790.3275176002453","Canton 6","Cardiff 035A","Cardiff",1725,10,5,4
"W01001652","Newport 002B","C1","Urban city and town",34418,"1931","0.54490000000000005","3543.7694989906399","Malpas 2","Newport 002B","Newport",114,1,1,1
"W01001813","Cardiff 017D","C1","Urban city and town",34419,"1611","0.31319999999999998","5143.6781609195405","Pentwyn 5","Cardiff 017D","Cardiff",95,1,1,1
"W01001715","Cardiff 035B","C1","Urban city and town",34420,"1605","0.2059","7795.0461389023794","Canton 7","Cardiff 035B","Cardiff",1576,9,5,4
"W01001653","Newport 002C","C1","Urban city and town",34421,"1371","0.40460000000000002","3388.5318833415718","Malpas 3","Newport 002C","Newport",1702,9,5,4
"W01001814","Cardiff 017E","C1","Urban city and town",34422,"1432","0.26550000000000001","5393.5969868173252","Pentwyn 6","Cardiff 017E","Cardiff",956,6,3,3
"W01001716","Cardiff 035C","C1","Urban city and town",34423,"1351","0.22620000000000001","5972.5906277630411","Canton 8","Cardiff 035C","Cardiff",1252,7,4,3
"W01001654","Newport 002D","C1","Urban city and town",34424,"1651","0.29820000000000002","5536.5526492287054","Malpas 4","Newport 002D","Newport",1491,8,4,4
"W01001815","Cardiff 008D","C1","Urban city and town",34425,"1319","0.31890000000000002","4136.0928190655377","Pentwyn 7","Cardiff 008D","Cardiff",1239,7,4,3
"W01001717","Cardiff 035D","C1","Urban city and town",34426,"1569","0.1356","11570.796460176991","Canton 9","Cardiff 035D","Cardiff",817,5,3,2
"W01001655","Newport 002E","C1","Urban city and town",34427,"1561","0.43759999999999999","3567.1846435100551","Malpas 5","Newport 002E","Newport",1668,9,5,4
"W01001816","Cardiff 009B","C1","Urban city and town",34428,"2900","0.52700000000000002","5502.8462998102468","Pentwyn 8","Cardiff 009B","Cardiff",486,3,2,2
"W01001718","Cardiff 028A","C1","Urban city and town",34429,"1709","0.10539999999999999","16214.421252371918","Cathays 1","Cardiff 028A","Cardiff",1134,6,3,3
"W01001861","Cardiff 034D","C1","Urban city and town",34430,"1734","0.37530000000000002","4620.3037569944045","Riverside 7","Cardiff 034D","Cardiff",1041,6,3,3
"W01001657","Newport 020C","D1","Rural town and fringe",34431,"1444","8.8184000000000005","163.74852580967067","Marshfield 2","Newport 020C","Newport",1790,10,5,4
"W01001658","Newport 020D","D1","Rural town and fringe",34432,"1960","3.6513999999999998","536.78041299227698","Marshfield 3","Newport 020D","Newport",1606,9,5,4
"W01001659","Newport 018A","C1","Urban city and town",34433,"1940","0.2361","8216.8572638712412","Pillgwenlly 1","Newport 018A","Newport",12,1,1,1
"W01001660","Newport 018B","C1","Urban city and town",34434,"1978","4.3673999999999999","452.90103952008059","Pillgwenlly 2","Newport 018B","Newport",202,2,1,1
"W01001661","Newport 018C","C1","Urban city and town",34435,"2962","0.59750000000000003","4957.3221757322171","Pillgwenlly 3","Newport 018C","Newport",93,1,1,1
"W01001662","Newport 018D","C1","Urban city and town",34436,"1482","0.32659999999999995","4537.660747091244","Pillgwenlly 4","Newport 018D","Newport",10,1,1,1
"W01001663","Newport 008C","C1","Urban city and town",34437,"1374","0.3795","3620.5533596837945","Ringland 1","Newport 008C","Newport",443,3,2,1
"W01001664","Newport 010A","C1","Urban city and town",34438,"1400","0.41770000000000002","3351.6878142207324","Ringland 2","Newport 010A","Newport",205,2,1,1
"W01001665","Newport 008D","C1","Urban city and town",34439,"1600","0.40570000000000001","3943.800838057678","Ringland 3","Newport 008D","Newport",637,4,2,2
"W01001666","Newport 010B","C1","Urban city and town",34440,"1395","0.42200000000000004","3305.6872037914691","Ringland 4","Newport 010B","Newport",130,1,1,1
"W01001667","Newport 010C","C1","Urban city and town",34441,"1351","0.1898","7118.0189673340356","Ringland 5","Newport 010C","Newport",74,1,1,1
"W01001668","Newport 010D","C1","Urban city and town",34442,"1231","0.62080000000000002","1982.9252577319587","Ringland 6","Newport 010D","Newport",200,2,1,1
"W01001669","Newport 009A","C1","Urban city and town",34443,"1265","0.74019999999999997","1708.9975682248041","Rogerstone 1","Newport 009A","Newport",1870,10,5,4
"W01001670","Newport 009B","C1","Urban city and town",34444,"2268","4.9830000000000005","455.14750150511736","Rogerstone 2","Newport 009B","Newport",1797,10,5,4
"W01001671","Newport 016D","C1","Urban city and town",34445,"1771","0.82330000000000003","2151.0992347868332","Rogerstone 3","Newport 016D","Newport",675,4,2,2
"W01001672","Newport 009C","C1","Urban city and town",34446,"2318","1.0994999999999999","2108.2310140973173","Rogerstone 4","Newport 009C","Newport",1346,8,4,3
"W01001673","Newport 009D","C1","Urban city and town",34447,"1433","0.55490000000000006","2582.4472877996031","Rogerstone 5","Newport 009D","Newport",1840,10,5,4
"W01001674","Newport 009E","C1","Urban city and town",34448,"1496","0.45500000000000002","3287.9120879120878","Rogerstone 6","Newport 009E","Newport",1225,7,4,3
"W01001675","Newport 007A","C1","Urban city and town",34449,"1578","0.157","10050.955414012738","St. Julians 1","Newport 007A","Newport",1026,6,3,3
"W01001676","Newport 007B","C1","Urban city and town",34450,"1774","0.41139999999999999","4312.1050072921735","St. Julians 2","Newport 007B","Newport",481,3,2,2
"W01001677","Newport 007C","C1","Urban city and town",34451,"1392","0.56700000000000006","2455.0264550264546","St. Julians 3","Newport 007C","Newport",1460,8,4,4
"W01001678","Newport 005D","C1","Urban city and town",34452,"1538","0.33579999999999999","4580.1072066706374","St. Julians 4","Newport 005D","Newport",511,3,2,2
"W01001679","Newport 007D","C1","Urban city and town",34453,"1160","0.33140000000000003","3500.3017501508748","St. Julians 5","Newport 007D","Newport",1572,9,5,4
"W01001680","Newport 007E","C1","Urban city and town",34454,"1294","0.13800000000000001","9376.811594202898","St. Julians 6","Newport 007E","Newport",1040,6,3,3
"W01001681","Newport 006B","C1","Urban city and town",34455,"1383","0.43180000000000002","3202.8716998610466","Shaftesbury 1","Newport 006B","Newport",227,2,1,1
"W01001682","Newport 006C","C1","Urban city and town",34456,"1413","0.60659999999999992","2329.3768545994067","Shaftesbury 2","Newport 006C","Newport",602,4,2,2
"W01001683","Newport 006D","C1","Urban city and town",34457,"1104","0.39000000000000001","2830.7692307692305","Shaftesbury 3","Newport 006D","Newport",1091,6,3,3
"W01001684","Newport 006E","C1","Urban city and town",34458,"1449","0.20710000000000001","6996.6199903428296","Shaftesbury 4","Newport 006E","Newport",1074,6,3,3
"W01001685","Newport 014B","C1","Urban city and town",34459,"1664","0.32909999999999995","5056.2139167426321","Stow Hill 1","Newport 014B","Newport",427,3,2,1
"W01001686","Newport 014C","C1","Urban city and town",34460,"1330","0.4728","2813.0287648054145","Stow Hill 2","Newport 014C","Newport",708,4,2,2
"W01001687","Newport 014D","C1","Urban city and town",34461,"2070","0.51369999999999993","4029.5892544286553","Stow Hill 3","Newport 014D","Newport",156,1,1,1
"W01001688","Newport 019C","C1","Urban city and town",34462,"2943","1.0893999999999999","2701.4870570956491","Tredegar Park 1","Newport 019C","Newport",615,4,2,2
"W01001689","Newport 019D","C1","Urban city and town",34463,"1795","0.70209999999999995","2556.6158666856577","Tredegar Park 2","Newport 019D","Newport",42,1,1,1
"W01001690","Newport 013D","C1","Urban city and town",34464,"2325","0.252","9226.1904761904752","Victoria 1","Newport 013D","Newport",378,2,1,1
"W01001691","Newport 011D","C1","Urban city and town",34465,"1318","0.18729999999999999","7036.8392952482654","Victoria 2","Newport 011D","Newport",259,2,1,1
"W01001692","Newport 011E","C1","Urban city and town",34466,"2106","0.1961","10739.418663946966","Victoria 3","Newport 011E","Newport",265,2,1,1
"W01001693","Newport 013E","C1","Urban city and town",34467,"2133","0.30740000000000001","6938.8418998048146","Victoria 4","Newport 013E","Newport",228,2,1,1
"W01001694","Cardiff 036A","C1","Urban city and town",34468,"2006","0.1757","11417.188389299943","Adamsdown 1","Cardiff 036A","Cardiff",129,1,1,1
"W01001695","Cardiff 036B","C1","Urban city and town",34469,"4188","0.34740000000000004","12055.267702936095","Adamsdown 2","Cardiff 036B","Cardiff",412,3,2,1
"W01001696","Cardiff 036C","C1","Urban city and town",34470,"1664","0.18429999999999999","9028.7574606619637","Adamsdown 3","Cardiff 036C","Cardiff",53,1,1,1
"W01001697","Cardiff 036D","C1","Urban city and town",34471,"1602","0.17929999999999999","8934.746235359733","Adamsdown 4","Cardiff 036D","Cardiff",279,2,1,1
"W01001698","Cardiff 036E","C1","Urban city and town",34472,"2053","0.18010000000000001","11399.222654081066","Adamsdown 5","Cardiff 036E","Cardiff",191,1,1,1
"W01001699","Cardiff 049A","C1","Urban city and town",34473,"2543","0.27200000000000002","9349.2647058823532","Butetown 1","Cardiff 049A","Cardiff",87,1,1,1
"W01001702","Cardiff 045A","C1","Urban city and town",34474,"1865","0.4239","4399.6225524887941","Caerau (Cardiff) 1","Cardiff 045A","Cardiff",524,3,2,2
"W01001703","Cardiff 045B","C1","Urban city and town",34475,"1279","0.19690000000000002","6495.6830878618584","Caerau (Cardiff) 2","Cardiff 045B","Cardiff",65,1,1,1
"W01001817","Cardiff 009C","C1","Urban city and town",34476,"1356","0.17199999999999999","7883.7209302325591","Pentwyn 9","Cardiff 009C","Cardiff",1183,7,4,3
"W01001818","Cardiff 009D","C1","Urban city and town",34477,"1566","0.26280000000000003","5958.9041095890407","Pentwyn 10","Cardiff 009D","Cardiff",911,5,3,2
"W01001719","Cardiff 028B","C1","Urban city and town",34478,"2485","0.22320000000000001","11133.512544802867","Cathays 2","Cardiff 028B","Cardiff",1653,9,5,4
"W01001819","Cardiff 014D","D1","Rural town and fringe",34479,"2339","9.019400000000001","259.32988890613564","Pentyrch 1","Cardiff 014D","Cardiff",1812,10,5,4
"W01001862","Cardiff 042D","C1","Urban city and town",34480,"1747","0.18179999999999999","9609.4609460946103","Riverside 8","Cardiff 042D","Cardiff",379,2,1,1
"W01001720","Cardiff 028C","C1","Urban city and town",34481,"2154","0.1336","16122.754491017964","Cathays 3","Cardiff 028C","Cardiff",950,5,3,2
"W01001820","Cardiff 006A","C1","Urban city and town",34482,"1188","2.2847","519.98074145402018","Pentyrch 2","Cardiff 006A","Cardiff",1626,9,5,4
"W01001863","Cardiff 022A","C1","Urban city and town",34483,"1576","0.42759999999999998","3685.687558465856","Rumney 1","Cardiff 022A","Cardiff",871,5,3,2
"W01001721","Cardiff 032A","C1","Urban city and town",34484,"3050","0.30859999999999999","9883.3441348023334","Cathays 4","Cardiff 032A","Cardiff",1369,8,4,3
"W01001821","Cardiff 024A","C1","Urban city and town",34485,"1250","0.30690000000000001","4072.9879439556858","Penylan 1","Cardiff 024A","Cardiff",1774,10,5,4
"W01001864","Cardiff 022B","C1","Urban city and town",34486,"1487","0.28449999999999998","5226.7135325131812","Rumney 2","Cardiff 022B","Cardiff",1459,8,4,4
"W01001722","Cardiff 028D","C1","Urban city and town",34487,"1771","0.089099999999999999","19876.543209876545","Cathays 5","Cardiff 028D","Cardiff",1179,7,4,3
"W01001822","Cardiff 029A","C1","Urban city and town",34488,"1922","0.64049999999999996","3000.7806401249027","Penylan 2","Cardiff 029A","Cardiff",1415,8,4,3
"W01001865","Cardiff 022C","C1","Urban city and town",34489,"1288","1.6931","760.73474691394483","Rumney 3","Cardiff 022C","Cardiff",1144,6,3,3
"W01001724","Cardiff 032C","C1","Urban city and town",34490,"2366","0.10550000000000001","22426.540284360188","Cathays 6","Cardiff 032C","Cardiff",1366,8,4,3
"W01001823","Cardiff 029B","C1","Urban city and town",34491,"1352","0.17219999999999999","7851.3356562137051","Penylan 3","Cardiff 029B","Cardiff",1795,10,5,4
"W01001866","Cardiff 016A","C1","Urban city and town",34492,"1647","0.43490000000000001","3787.0774890779489","Rumney 4","Cardiff 016A","Cardiff",162,1,1,1
"W01001725","Cardiff 032D","C1","Urban city and town",34493,"2216","0.10249999999999999","21619.512195121952","Cathays 7","Cardiff 032D","Cardiff",1483,8,4,4
"W01001824","Cardiff 029C","C1","Urban city and town",34494,"1544","0.14980000000000002","10307.076101468623","Penylan 4","Cardiff 029C","Cardiff",988,6,3,3
"W01001867","Cardiff 016B","C1","Urban city and town",34495,"1523","0.33350000000000002","4566.7166416791606","Rumney 5","Cardiff 016B","Cardiff",59,1,1,1
"W01001726","Cardiff 028E","C1","Urban city and town",34496,"1839","0.43310000000000004","4246.1325329023321","Cathays 8","Cardiff 028E","Cardiff",1130,6,3,3
"W01001727","Cardiff 014A","D1","Rural town and fringe",34497,"1121","6.2740999999999998","178.67104445259082","Creigiau/St. Fagans 1","Cardiff 014A","Cardiff",1748,10,5,4
"W01001728","Cardiff 014B","D1","Rural town and fringe",34498,"1453","0.81909999999999994","1773.8981809302895","Creigiau/St. Fagans 2","Cardiff 014B","Cardiff",1887,10,5,4
"W01001729","Cardiff 014C","C1","Urban city and town",34499,"2057","10.484200000000001","196.19999618473511","Creigiau/St. Fagans 3","Cardiff 014C","Cardiff",1715,9,5,4
"W01001730","Cardiff 008A","C1","Urban city and town",34500,"1564","0.73930000000000007","2115.514676044907","Cyncoed 1","Cardiff 008A","Cardiff",1907,10,5,4
"W01001731","Cardiff 008B","C1","Urban city and town",34501,"1483","0.49700000000000005","2983.9034205231387","Cyncoed 2","Cardiff 008B","Cardiff",1902,10,5,4
"W01001732","Cardiff 019A","C1","Urban city and town",34502,"1693","0.44439999999999996","3809.6309630963101","Cyncoed 3","Cardiff 019A","Cardiff",1860,10,5,4
"W01001733","Cardiff 019B","C1","Urban city and town",34503,"2647","0.49630000000000002","5333.4676606890989","Cyncoed 4","Cardiff 019B","Cardiff",1865,10,5,4
"W01001734","Cardiff 019C","C1","Urban city and town",34504,"1603","0.42330000000000001","3786.912355303567","Cyncoed 5","Cardiff 019C","Cardiff",1875,10,5,4
"W01001735","Cardiff 019D","C1","Urban city and town",34505,"1686","0.62780000000000002","2685.5686524370817","Cyncoed 6","Cardiff 019D","Cardiff",1822,10,5,4
"W01001736","Cardiff 008C","C1","Urban city and town",34506,"1510","0.48840000000000006","3091.7280917280914","Cyncoed 7","Cardiff 008C","Cardiff",1903,10,5,4
"W01001737","Cardiff 039A","C1","Urban city and town",34507,"1641","0.29239999999999999","5612.1751025991789","Ely 1","Cardiff 039A","Cardiff",47,1,1,1
"W01001738","Cardiff 039B","C1","Urban city and town",34508,"1499","0.29880000000000001","5016.7336010709505","Ely 2","Cardiff 039B","Cardiff",39,1,1,1
"W01001739","Cardiff 039C","C1","Urban city and town",34509,"1444","0.23180000000000001","6229.5081967213109","Ely 3","Cardiff 039C","Cardiff",46,1,1,1
"W01001740","Cardiff 039D","C1","Urban city and town",34510,"1505","0.20030000000000001","7513.729405891163","Ely 4","Cardiff 039D","Cardiff",31,1,1,1
"W01001741","Cardiff 039E","C1","Urban city and town",34511,"1776","0.23120000000000002","7681.660899653979","Ely 5","Cardiff 039E","Cardiff",24,1,1,1
"W01001742","Cardiff 043A","C1","Urban city and town",34512,"1540","0.22510000000000002","6841.4038205242105","Ely 6","Cardiff 043A","Cardiff",58,1,1,1
"W01001743","Cardiff 043B","C1","Urban city and town",34513,"1384","0.42460000000000003","3259.5383890720677","Ely 7","Cardiff 043B","Cardiff",1588,9,5,4
"W01001744","Cardiff 043C","C1","Urban city and town",34514,"1793","0.47259999999999996","3793.9060516292852","Ely 8","Cardiff 043C","Cardiff",101,1,1,1
"W01001745","Cardiff 043D","C1","Urban city and town",34515,"1303","0.41249999999999998","3158.787878787879","Ely 9","Cardiff 043D","Cardiff",1633,9,5,4
"W01001746","Cardiff 041D","C1","Urban city and town",34516,"1590","0.28689999999999999","5542.0006971070061","Ely 10","Cardiff 041D","Cardiff",151,1,1,1
"W01001747","Cardiff 027A","C1","Urban city and town",34517,"1674","0.50369999999999993","3323.4067897558075","Fairwater (Cardiff) 1","Cardiff 027A","Cardiff",1393,8,4,3
"W01001748","Cardiff 027B","C1","Urban city and town",34518,"1658","0.29630000000000001","5595.6800539993246","Fairwater (Cardiff) 2","Cardiff 027B","Cardiff",445,3,2,1
"W01001749","Cardiff 027C","C1","Urban city and town",34519,"1466","0.4617","3175.2220056313622","Fairwater (Cardiff) 3","Cardiff 027C","Cardiff",583,4,2,2
"W01001750","Cardiff 031A","C1","Urban city and town",34520,"1641","0.45829999999999999","3580.6240453851192","Fairwater (Cardiff) 4","Cardiff 031A","Cardiff",300,2,1,1
"W01001751","Cardiff 027D","C1","Urban city and town",34521,"1840","0.29859999999999998","6162.0897521768256","Fairwater (Cardiff) 5","Cardiff 027D","Cardiff",232,2,1,1
"W01001752","Cardiff 031B","C1","Urban city and town",34522,"1544","0.4118","3749.3929091792133","Fairwater (Cardiff) 6","Cardiff 031B","Cardiff",1465,8,4,4
"W01001753","Cardiff 031C","C1","Urban city and town",34523,"1549","0.26179999999999998","5916.7303284950349","Fairwater (Cardiff) 7","Cardiff 031C","Cardiff",144,1,1,1
"W01001754","Cardiff 031D","C1","Urban city and town",34524,"1704","0.36899999999999999","4617.8861788617887","Fairwater (Cardiff) 8","Cardiff 031D","Cardiff",1224,7,4,3
"W01001755","Cardiff 025A","C1","Urban city and town",34525,"1473","0.20929999999999999","7037.744863831821","Gabalfa 1","Cardiff 025A","Cardiff",1501,8,4,4
"W01001825","Cardiff 029D","C1","Urban city and town",34526,"1975","0.65099999999999991","3033.7941628264211","Penylan 5","Cardiff 029D","Cardiff",814,5,3,2
"W01001826","Cardiff 024B","C1","Urban city and town",34527,"1378","0.39020000000000005","3531.5222962583284","Penylan 6","Cardiff 024B","Cardiff",1709,9,5,4
"W01001827","Cardiff 024C","C1","Urban city and town",34528,"2340","0.4425","5288.1355932203387","Penylan 7","Cardiff 024C","Cardiff",1853,10,5,4
"W01001828","Cardiff 024D","C1","Urban city and town",34529,"1515","0.5968","2538.5388739946379","Penylan 8","Cardiff 024D","Cardiff",1793,10,5,4
"W01001829","Cardiff 033A","C1","Urban city and town",34530,"1721","0.13390000000000002","12852.875280059745","Plasnewydd 1","Cardiff 033A","Cardiff",924,5,3,2
"W01001830","Cardiff 033B","C1","Urban city and town",34531,"1572","0.097699999999999995","16090.071647901741","Plasnewydd 2","Cardiff 033B","Cardiff",509,3,2,2
"W01001831","Cardiff 030A","C1","Urban city and town",34532,"1445","0.1201","12031.640299750208","Plasnewydd 3","Cardiff 030A","Cardiff",1290,7,4,3
"W01001832","Cardiff 033C","C1","Urban city and town",34533,"1833","0.12939999999999999","14165.378670788255","Plasnewydd 4","Cardiff 033C","Cardiff",689,4,2,2
"W01001833","Cardiff 033D","C1","Urban city and town",34534,"1520","0.17600000000000002","8636.363636363636","Plasnewydd 5","Cardiff 033D","Cardiff",710,4,2,2
"W01001834","Cardiff 033E","C1","Urban city and town",34535,"1628","0.1225","13289.795918367347","Plasnewydd 6","Cardiff 033E","Cardiff",626,4,2,2
"W01001835","Cardiff 033F","C1","Urban city and town",34536,"1756","0.2621","6699.7329263639831","Plasnewydd 7","Cardiff 033F","Cardiff",174,1,1,1
"W01001836","Cardiff 030B","C1","Urban city and town",34537,"1488","0.28129999999999999","5289.7262708851758","Plasnewydd 8","Cardiff 030B","Cardiff",1406,8,4,3
"W01001837","Cardiff 030C","C1","Urban city and town",34538,"1654","0.098800000000000013","16740.890688259107","Plasnewydd 9","Cardiff 030C","Cardiff",903,5,3,2
"W01001838","Cardiff 030D","C1","Urban city and town",34539,"1665","0.10710000000000001","15546.218487394955","Plasnewydd 10","Cardiff 030D","Cardiff",1327,7,4,3
"W01001839","Cardiff 030E","C1","Urban city and town",34540,"1474","0.10000000000000001","14740","Plasnewydd 11","Cardiff 030E","Cardiff",1142,6,3,3
"W01001840","Cardiff 007D","C1","Urban city and town",34541,"1791","0.51159999999999994","3500.781860828773","Pontprennau/Old St. Mellons 1","Cardiff 007D","Cardiff",1111,6,3,3
"W01001841","Cardiff 003A","C1","Urban city and town",34542,"1987","1.2619","1574.6097155083603","Pontprennau/Old St. Mellons 2","Cardiff 003A","Cardiff",1742,10,5,4
"W01001868","Cardiff 022D","C1","Urban city and town",34543,"1558","0.28949999999999998","5381.692573402418","Rumney 6","Cardiff 022D","Cardiff",339,2,1,1
"W01001842","Cardiff 003B","C1","Urban city and town",34544,"1716","3.1061000000000001","552.46128585686233","Pontprennau/Old St. Mellons 3","Cardiff 003B","Cardiff",1809,10,5,4
"W01001869","Cardiff 038A","C1","Urban city and town",34545,"1320","0.17629999999999998","7487.2376630743056","Splott 1","Cardiff 038A","Cardiff",418,3,2,1
"W01001843","Cardiff 003C","C1","Urban city and town",34546,"2268","3.2454000000000001","698.83527454242926","Pontprennau/Old St. Mellons 4","Cardiff 003C","Cardiff",1802,10,5,4
"W01001870","Cardiff 037A","C1","Urban city and town",34547,"1348","0.24359999999999998","5533.6617405582929","Splott 2","Cardiff 037A","Cardiff",447,3,2,1
"W01001844","Cardiff 003D","C1","Urban city and town",34548,"1986","0.43700000000000006","4544.6224256292899","Pontprennau/Old St. Mellons 5","Cardiff 003D","Cardiff",1540,9,5,4
"W01001871","Cardiff 037B","C1","Urban city and town",34549,"1580","0.49270000000000003","3206.8195656586158","Splott 3","Cardiff 037B","Cardiff",26,1,1,1
"W01001846","Cardiff 006C","C1","Urban city and town",34550,"1803","0.73950000000000005","2438.1338742393509","Radyr & Morganstown 1","Cardiff 006C","Cardiff",1747,10,5,4
"W01001872","Cardiff 038B","C1","Urban city and town",34551,"1590","0.1404","11324.786324786324","Splott 4","Cardiff 038B","Cardiff",244,2,1,1
"W01001847","Cardiff 006D","C1","Urban city and town",34552,"1539","0.99439999999999995","1547.6669348350765","Radyr & Morganstown 2","Cardiff 006D","Cardiff",1890,10,5,4
"W01001873","Cardiff 038C","C1","Urban city and town",34553,"1770","0.31019999999999998","5705.996131528047","Splott 5","Cardiff 038C","Cardiff",91,1,1,1
"W01001848","Cardiff 012B","C1","Urban city and town",34554,"1485","0.28589999999999999","5194.1238195173137","Rhiwbina 1","Cardiff 012B","Cardiff",1826,10,5,4
"W01001874","Cardiff 038D","C1","Urban city and town",34555,"1480","1.1152","1327.1162123385941","Splott 6","Cardiff 038D","Cardiff",4,1,1,1
"W01001849","Cardiff 004A","C1","Urban city and town",34556,"1551","0.97699999999999998","1587.5127942681679","Rhiwbina 2","Cardiff 004A","Cardiff",1845,10,5,4
"W01001875","Cardiff 037C","C1","Urban city and town",34557,"2840","2.1707000000000001","1308.3337172340719","Splott 7","Cardiff 037C","Cardiff",383,3,2,1
"W01001850","Cardiff 012C","C1","Urban city and town",34558,"1967","0.47600000000000003","4132.3529411764703","Rhiwbina 3","Cardiff 012C","Cardiff",1889,10,5,4
"W01001876","Cardiff 037D","C1","Urban city and town",34559,"1711","0.2351","7277.7541471714167","Splott 8","Cardiff 037D","Cardiff",56,1,1,1
"W01001851","Cardiff 012D","C1","Urban city and town",34560,"1528","0.57619999999999993","2651.8569940992716","Rhiwbina 4","Cardiff 012D","Cardiff",1749,10,5,4
"W01001877","Cardiff 011A","C1","Urban city and town",34561,"1654","0.56179999999999997","2944.1082235671061","Trowbridge 1","Cardiff 011A","Cardiff",1244,7,4,3
"W01001878","Cardiff 011B","C1","Urban city and town",34562,"1639","0.33630000000000004","4873.6247398156402","Trowbridge 2","Cardiff 011B","Cardiff",805,5,3,2
"W01001879","Cardiff 013A","C1","Urban city and town",34563,"1882","0.44719999999999999","4208.4078711985694","Trowbridge 3","Cardiff 013A","Cardiff",143,1,1,1
"W01001880","Cardiff 013B","C1","Urban city and town",34564,"1688","0.20710000000000001","8150.6518590053111","Trowbridge 4","Cardiff 013B","Cardiff",38,1,1,1
"W01001881","Cardiff 013C","C1","Urban city and town",34565,"1484","0.24909999999999999","5957.4468085106382","Trowbridge 5","Cardiff 013C","Cardiff",152,1,1,1
"W01001882","Cardiff 011C","C1","Urban city and town",34566,"1787","1.9494999999999998","916.64529366504246","Trowbridge 6","Cardiff 011C","Cardiff",1334,7,4,3
